Aphrika	Africa
Wikipidiya:Ayllupaq p'anqa	Portale:Comunità
Katiguriya:Wikipidiya:Ayllupaq p'anqa	Categoria:Comunità
Katiguriya:Babel	Categoria:Utenti per lingua
Wikipidiya:Pichqantin tiksi tunu	Wikipedia:Cinque pilastri
Wikipidiya:Mana hukllap qhawariyninlla	Wikipedia:Punto di vista neutrale
Sung Jae-ki	Sung Jae-gi
Alberto Moreno	Alberto Moreno Pérez
Mayniki	Pongo de Mainique
Anti Walla (Piruw)	Cordillera Oriental (Perù)
Baeza (Ikwadur)	Baeza (Ecuador)
Instituto Federal da Bahia	Istituto federale di Bahia
Plantilla:Softredirect	Template:Soft redirect
Plantilla:Champay	Template:Cancella subito
Wiksachaki	Gastropoda
Katiguriya:Hinitika	Categoria:Genetica
Katiguriya:Simi	Categoria:Lingue
Katiguriya:Wikipidiya	Categoria:Wikipedia
Wikipedia:General disclaimer	Wikipedia:Avvertenze generali
Awqaq	Soldato
Katiguriya:Llaqta (Chiksuyu)	Categoria:Città della Repubblica Ceca
Katiguriya:Llaqta (Iwrupa)	Categoria:Città europee
Katiguriya:Llaqta (Mama llaqta)	Categoria:Città per nazione
CR Vasco da Gama	Club de Regatas Vasco da Gama
Plantilla:Navbox	Template:Navbox
Kalawasa	Cucurbita
Tupi simi	Língua geral
Plantilla:Tnavbar	Template:Tnavbar
Hukllachasqa Amirika Suyukunapi mama llaqta parkikuna	Parchi nazionali degli Stati Uniti d'America
Plantilla:Unicode	Template:Unicode
Plantilla:E	Template:Exp
Plantilla:Clear	Template:Clear
Plantilla:Col-break	Template:Colonne spezza
Plantilla:Col-end	Template:Colonne fine
Wikipidiya:Lliw Wikipidiyapaq qillqanakuna	Wikipedia:Lista delle voci che tutte le Wikipedie dovrebbero avere
Katiguriya:Aphrika	Categoria:Africa
Plantilla:Babel	Template:Babel
Plantilla:Commons	Template:Commons
Plantilla:AFG	Template:AFG
Plantilla:AGO	Template:AGO
Plantilla:Ikwadurpa markankuna	Template:Province dell'Ecuador
Plantilla:Stub	Template:S
Plantilla:Ruwaq:eo-1	Template:Utente eo-1
Plantilla:Ruwaq:ca-1	Template:Utente ca-1
Plantilla:Ruwaq:de	Template:Utente de
Plantilla:Ruwaq:de-1	Template:Utente de-1
Plantilla:Ruwaq:es	Template:Utente es
Plantilla:Ruwaq:de-3	Template:Utente de-3
Plantilla:Ruwaq:en-3	Template:Utente en-3
Plantilla:Ruwaq:en-1	Template:Utente en-1
Plantilla:Ruwaq:en-2	Template:Utente en-2
Plantilla:Ruwaq:eo-2	Template:Utente eo-2
Plantilla:Ruwaq:en-4	Template:Utente en-4
Plantilla:Ruwaq:fi	Template:Utente fi
Plantilla:Ruwaq:en	Template:Utente en
Plantilla:Ruwaq:de-2	Template:Utente de-2
Plantilla:Ruwaq:es-1	Template:Utente es-1
Plantilla:Ruwaq:fi-1	Template:Utente fi-1
Plantilla:Ruwaq:fr-1	Template:Utente fr-1
Katiguriya:Kultura (Hukllachasqa Amirika Suyukuna)	Categoria:Cultura degli Stati Uniti d'America
Katiguriya:Kultura (Mama llaqta)	Categoria:Cultura per nazione
Plantilla:Ruwaq:it-3	Template:Utente it-3
Plantilla:Ruwaq:fr-2	Template:Utente fr-2
Plantilla:Ruwaq:tr	Template:Utente tr
Plantilla:Ruwaq:ja	Template:Utente ja
Plantilla:Ruwaq:ja-1	Template:Utente ja-1
Plantilla:User it-1	Template:Utente it-1
Plantilla:Ruwaq:fr	Template:Utente fr
Qusqu	Cuzco
Katiguriya:Karu puriy	Categoria:Turismo
Katiguriya:1957	Categoria:Eventi del 1957
Katiguriya:1949	Categoria:Eventi del 1949
Katiguriya:1927	Categoria:Eventi del 1927
Katiguriya:1919	Categoria:Eventi del 1919
Katiguriya:Palama	Categoria:Insetti
Plantilla:HRV	Template:HRV
Katiguriya:Asarsuyu	Categoria:Azerbaigian
Katiguriya:Asya	Categoria:Asia
Katiguriya:Chili	Categoria:Cile
Katiguriya:21 ñiqin pachakwata	Categoria:XXI secolo
Katiguriya:Lisuthu	Categoria:Lesotho
Katiguriya:Urin Awya Yala	Categoria:America meridionale
Katiguriya:1930	Categoria:Eventi del 1930
Katiguriya:1936	Categoria:Eventi del 1936
Katiguriya:1947	Categoria:Eventi del 1947
Katiguriya:1937	Categoria:Eventi del 1937
Katiguriya:1940	Categoria:Eventi del 1940
Katiguriya:1934	Categoria:Eventi del 1934
Katiguriya:1960	Categoria:Eventi del 1960
Katiguriya:1943	Categoria:Eventi del 1943
Katiguriya:1951	Categoria:Eventi del 1951
Katiguriya:1942	Categoria:Eventi del 1942
Katiguriya:Suyu (Italya)	Categoria:Regioni d'Italia
Katiguriya:1959	Categoria:Eventi del 1959
Katiguriya:1938	Categoria:Eventi del 1938
Katiguriya:1928	Categoria:Eventi del 1928
Katiguriya:1913	Categoria:Eventi del 1913
Katiguriya:1918	Categoria:Eventi del 1918
Katiguriya:1954	Categoria:Eventi del 1954
Katiguriya:Malasya	Categoria:Malesia
Katiguriya:1941	Categoria:Eventi del 1941
Katiguriya:1955	Categoria:Eventi del 1955
Katiguriya:1950	Categoria:Eventi del 1950
Katiguriya:Mikhuna	Categoria:Alimenti
Katiguriya:1921	Categoria:Eventi del 1921
Katiguriya:1977	Categoria:Eventi del 1977
Katiguriya:1946	Categoria:Eventi del 1946
Katiguriya:1948	Categoria:Eventi del 1948
Katiguriya:1932	Categoria:Eventi del 1932
Katiguriya:Piluta hayt'ay	Categoria:Calcio
Katiguriya:1945	Categoria:Eventi del 1945
Plantilla:Mod	Template:Mod
Katiguriya:1923	Categoria:Eventi del 1923
Katiguriya:1935	Categoria:Eventi del 1935
Katiguriya:1910	Categoria:Eventi del 1910
Katiguriya:1917	Categoria:Eventi del 1917
Katiguriya:1904	Categoria:Eventi del 1904
Katiguriya:1926	Categoria:Eventi del 1926
Katiguriya:1907	Categoria:Eventi del 1907
Katiguriya:1914	Categoria:Eventi del 1914
Katiguriya:1929	Categoria:Eventi del 1929
Katiguriya:1920	Categoria:Eventi del 1920
Katiguriya:1925	Categoria:Eventi del 1925
Katiguriya:1905	Categoria:Eventi del 1905
Katiguriya:1915	Categoria:Eventi del 1915
Plantilla:Ruwaq:es-2	Template:Utente es-2
Katiguriya:1908	Categoria:Eventi del 1908
Katiguriya:1901	Categoria:Eventi del 1901
Katiguriya:1903	Categoria:Eventi del 1903
Katiguriya:1902	Categoria:Eventi del 1902
Katiguriya:1900	Categoria:Eventi del 1900
Katiguriya:1933	Categoria:Eventi del 1933
Katiguriya:Simana	Categoria:Giorni della settimana
Katiguriya:1912	Categoria:Eventi del 1912
Plantilla:Killa uma siq'i	Template:Mesi
Katiguriya:Piluta hayt'ay klubkuna (Inlatirra)	Categoria:Società calcistiche inglesi
Katiguriya:Piluta hayt'ay klubkuna (Ispaña)	Categoria:Società calcistiche spagnole
Katiguriya:1952	Categoria:Eventi del 1952
Katiguriya:Tantanakuy	Categoria:Organizzazioni
Katiguriya:Piluta hayt'ay klubkuna (Alimanya)	Categoria:Società calcistiche tedesche
Katiguriya:1911	Categoria:Eventi del 1911
Katiguriya:1922	Categoria:Eventi del 1922
Plantilla:ITA	Template:ITA
Katiguriya:1924	Categoria:Eventi del 1924
Katiguriya:1906	Categoria:Eventi del 1906
Katiguriya:Piluta hayt'ay klubkuna	Categoria:Società calcistiche
Plantilla:GEO	Template:GEO
Plantilla:BU	Template:BOL
Plantilla:MEX	Template:MEX
Katiguriya:Ruwaq:fr-1	Categoria:Utenti fr-1
Plantilla:Image label	Template:Etichetta immagine
Plantilla:MAR	Template:MAR
Plantilla:MDG	Template:MDG
Ispana ukhu	Gabinetto (igiene)
Plantilla:PSE	Template:PSE
Plantilla:SVK	Template:SVK
Plantilla:TWN	Template:TWN
Plantilla:EGY	Template:EGY
Plantilla:KGZ	Template:KGZ
Plantilla:MYT	Template:MYT
Katiguriya:Wiñay kawsay (Hukllachasqa Amirika Suyukuna)	Categoria:Storia degli Stati Uniti d'America
Plantilla:ISR	Template:ISR
Plantilla:STP	Template:STP
Plantilla:VEN	Template:VEN
Plantilla:UKR	Template:UKR
Plantilla:PHL	Template:PHL
Plantilla:ROU	Template:ROU
Plantilla:BHR	Template:BHR
Plantilla:TUR	Template:TUR
Katiguriya:Pulitika rakiy (Hukllachasqa Qhapaq Suyu)	Categoria:Suddivisioni del Regno Unito
Plantilla:DJI	Template:DJI
Plantilla:BRN	Template:BRN
Plantilla:PCN	Template:PCN
Plantilla:Kusa qillqa	Template:Vetrina
Plantilla:Han simipi	Template:Cinese
Katiguriya:Paqarisqa 1875	Categoria:Nati nel 1875
Katiguriya:Paqarisqa 1856	Categoria:Nati nel 1856
Katiguriya:Gana	Categoria:Ghana
Katiguriya:Paris	Categoria:Parigi
Katiguriya:Ruwaq:en-4	Categoria:Utenti en-4
Katiguriya:Tuqu	Categoria:Togo
Katiguriya:Ruwaq:en	Categoria:Utenti en
Katiguriya:Ruwaq:zh	Categoria:Utenti zh
Katiguriya:Hurwatsuyu	Categoria:Croazia
Katiguriya:Ruwaq:en-2	Categoria:Utenti en-2
Katiguriya:Wañusqa 1902	Categoria:Morti nel 1902
Katiguriya:Qhapaq (Ransiya)	Categoria:Re di Francia
Katiguriya:Wiñay kawsay (Mama llaqta)	Categoria:Storia per nazione
Katiguriya:Uma kamayuq (Italya)	Categoria:Presidenti del Consiglio dei ministri della Repubblica Italiana
Plantilla:Leyenda	Template:Legenda
Katiguriya:Qillqaq (Hukllachasqa Qhapaq Suyu)	Categoria:Scrittori britannici
Katiguriya:Uma kamayuq (Grisya)	Categoria:Primi ministri della Grecia
Katiguriya:Uma kamayuq (Turkiya)	Categoria:Primi ministri della Turchia
Katiguriya:Uma kamayuq (Ispaña)	Categoria:Capi di governo della Spagna
Katiguriya:Uma kamayuq (Purtugal)	Categoria:Primi ministri del Portogallo
Katiguriya:Uma kamayuq (Nurwiga)	Categoria:Primi ministri della Norvegia
Plantilla:Cite web	Template:Cita web
Katiguriya:Katiguriya (Mama llaqta)	Categoria:Categorie per nazione
Katiguriya:Kathuliku santu	Categoria:Santi per nome
Plantilla:Wamanikuna (Arhintina)	Template:Province dell'Argentina
Katiguriya:Llaqta (Turkiya)	Categoria:Città della Turchia
Katiguriya:Tayta Papa	Categoria:Papi
Plantilla:Pp-template	Template:Pp-template
Katiguriya:Harry Potter	Categoria:Harry Potter
Katiguriya:Suyu (Kulumbya)	Categoria:Dipartimenti della Colombia
Plantilla:Min	Template:Min
Katiguriya:Waysallpu yura rikch'aq ayllu	Categoria:Rosaceae
Katiguriya:Hawa ministru	Categoria:Ministri degli Esteri
Katiguriya:Allpa llamk'ay	Categoria:Agricoltura
Katiguriya:Pulitiku (Kipru)	Categoria:Politici ciprioti
Katiguriya:Urqu	Categoria:Montagne
Katiguriya:20 ñiqin pachakwata	Categoria:XX secolo
Plantilla:IPA	Template:IPA
Katiguriya:Pulitiku	Categoria:Politici
Katiguriya:Awya Yala	Categoria:America
Qurpachana wasi	Cottage
Plantilla:GFDL	Template:GFDL
Katiguriya:Nobel Suñay Qasikaypi	Categoria:Vincitori del premio Nobel per la pace
Katiguriya:Riqsisqa runa (mama llaqtakama)	Categoria:Persone per nazionalità
Katiguriya:Palistina	Categoria:Palestina
Katiguriya:Pulitiku (Isluwinya)	Categoria:Politici sloveni
Katiguriya:Pulitika rakiy (Urasuyu)	Categoria:Suddivisioni dei Paesi Bassi
Plantilla:CR	Template:Categoria redirect
Katiguriya:Ch'ulla rimay	Categoria:Lingue isolate
Plantilla:CPV	Template:CPV
Katiguriya:Suyu (Ispaña)	Categoria:Comunità autonome della Spagna
Katiguriya:Paqarisqa 1879	Categoria:Nati nel 1879
Katiguriya:Paqarisqa 1955	Categoria:Nati nel 1955
Katiguriya:Paqarisqa 1823	Categoria:Nati nel 1823
Katiguriya:Paqarisqa 1963	Categoria:Nati nel 1963
Katiguriya:Wañusqa 1884	Categoria:Morti nel 1884
Katiguriya:Wañusqa 1875	Categoria:Morti nel 1875
Katiguriya:Paqarisqa 1868	Categoria:Nati nel 1868
Katiguriya:Paqarisqa 1812	Categoria:Nati nel 1812
Katiguriya:Paqarisqa 1817	Categoria:Nati nel 1817
Katiguriya:Paqarisqa 1837	Categoria:Nati nel 1837
Katiguriya:Nobel Suñay Pachaykamaypi	Categoria:Vincitori del premio Nobel per la fisica
Katiguriya:Wañusqa 1863	Categoria:Morti nel 1863
Katiguriya:Paqarisqa 1829	Categoria:Nati nel 1829
Katiguriya:Wañusqa 1492	Categoria:Morti nel 1492
Katiguriya:Paqarisqa 1834	Categoria:Nati nel 1834
Katiguriya:Wañusqa 1433	Categoria:Morti nel 1433
Katiguriya:Wañusqa 1457	Categoria:Morti nel 1457
Katiguriya:19 ñiqin pachakwata	Categoria:XIX secolo
Katiguriya:Qillqaq	Categoria:Scrittori
Katiguriya:Awqaq suyu	Categoria:Forze armate
Katiguriya:Yachay suntur	Categoria:Università
Plantilla:ATF	Template:ATF
Katiguriya:1931	Categoria:Eventi del 1931
Katiguriya:1958	Categoria:Eventi del 1958
Katiguriya:1956	Categoria:Eventi del 1956
Katiguriya:1944	Categoria:Eventi del 1944
Katiguriya:1916	Categoria:Eventi del 1916
Katiguriya:1939	Categoria:Eventi del 1939
Katiguriya:1909	Categoria:Eventi del 1909
Katiguriya:Piluta hayt'ay klubkuna (Italya)	Categoria:Società calcistiche italiane
Katiguriya:Takichaq (Chiksuyu)	Categoria:Compositori cechi
Plantilla:GTM	Template:GTM
Plantilla:Ruwaq:pl	Template:Utente pl
Plantilla:GUM	Template:GUM
Plantilla:User nl	Template:Utente nl
Plantilla:MYS	Template:MYS
Plantilla:PLW	Template:PLW
Plantilla:TJK	Template:TJK
Katiguriya:Wañusqa 1221	Categoria:Morti nel 1221
Katiguriya:1022	Categoria:Eventi del 1022
Katiguriya:Wañusqa 230	Categoria:Morti nel 230
Plantilla:GIB	Template:GIB
Plantilla:GHA	Template:GHA
Plantilla:GMB	Template:GMB
Plantilla:DMA	Template:DMA
Plantilla:IDN	Template:IDN
Plantilla:FRO	Template:FRO
Plantilla:ZAF	Template:ZAF
Plantilla:POL	Template:POL
Plantilla:BWA	Template:BWA
Plantilla:URY	Template:URY
Plantilla:CUB	Template:CUB
Plantilla:CMR	Template:CMR
Plantilla:COD	Template:COD
Plantilla:BIH	Template:BIH
Plantilla:GIN	Template:GIN
Plantilla:FIN	Template:FIN
Katiguriya:Llimphiy	Categoria:Pittura
Plantilla:CAN	Template:CAN
Plantilla:Suyukuna (Mishiku)	Template:Stati del Messico
Plantilla:Suyukuna (Brasil)	Template:Stati brasiliani
Plantilla:Llump'aychay	Template:Purga
Plantilla:DNK	Template:DNK
Plantilla:FJI	Template:FJI
Plantilla:Pulitika rakiy (Chunwa Runallaqta Republika)	Template:Province della Cina
Plantilla:SAU	Template:SAU
Plantilla:CYM	Template:CYM
Plantilla:BEN	Template:BEN
Plantilla:SWE	Template:SWE
Plantilla:WSM	Template:WSM
Plantilla:YEM	Template:YEM
Plantilla:WLF	Template:WLF
Tinaku llimphi	Indaco (colore)
Katiguriya:Witnampi antanka pampa	Categoria:Aeroporti del Vietnam
Katiguriya:Ruruchina	Categoria:Aziende
Katiguriya:Allpamanta yachaykuna (Alimanya)	Categoria:Geografia della Germania
Katiguriya:Qillqaq (Mama llaqta)	Categoria:Scrittori per nazionalità
Plantilla:Image label small	Template:Etichetta immagine piccola
Katiguriya:Allpamanta yachaykuna (Kanada)	Categoria:Geografia del Canada
Katiguriya:Qhapaq (Inlatirra)	Categoria:Re d'Inghilterra
Katiguriya:Chakana tuktuyuq rikch'aq ayllu	Categoria:Brassicaceae
Plantilla:Ruwaq:fr-3	Template:Utente fr-3
Katiguriya:Urqu (Ispaña)	Categoria:Montagne della Spagna
Plantilla:BMU	Template:BMU
Plantilla:SCG	Template:SCG
Plantilla:ABW	Template:ABW
Katiguriya:Tunisya	Categoria:Tunisia
Plantilla:ATA	Template:ATA
Plantilla:JPN	Template:JPN
Yanapa:Tawla	Aiuto:Tabelle
Katiguriya:Wañusqa 8 ñiqin pachakwatapi	Categoria:Morti nell'VIII secolo
Plantilla:SHN	Template:SHN
Plantilla:PAN	Template:PAN
Plantilla:SOM	Template:SOM
Plantilla:VAT	Template:VAT
Katiguriya:Pulitiku (China)	Categoria:Politici cinesi
Plantilla:SWZ	Template:SWZ
Plantilla:Ruwaq:lt	Template:Utente lt
Katiguriya:Llaqta (Veneto)	Categoria:Comuni del Veneto
Plantilla:PAK	Template:PAK
Plantilla:Ruwaq:nds-1	Template:Utente nds-1
Katiguriya:Llaqta (Nihun)	Categoria:Città del Giappone
Katiguriya:Umalliq (Indya)	Categoria:Presidenti dell'India
Katiguriya:Suyu (Unduras)	Categoria:Dipartimenti dell'Honduras
Katiguriya:Pulitika rakiy (Nihun)	Categoria:Suddivisioni del Giappone
Katiguriya:Lima llaqtapi paqarisqa	Categoria:Persone legate a Lima
Plantilla:Suyukuna (Kulumbya)	Template:Dipartimenti della Colombia
Punku p'anqa: Brasil	Portale:Brasile
Katiguriya:Llamk'ana	Categoria:Attrezzi
Plantilla:Suyukuna (Salwadur)	Template:Dipartimenti di El Salvador
Katiguriya:Hiki p'anqa yura	Categoria:Licofite
Katiguriya:Pulitika rakiy (Kuba)	Categoria:Suddivisioni di Cuba
Katiguriya:Pulitika rakiy (Kamri)	Categoria:Suddivisioni del Galles
Plantilla:ISL	Template:ISL
Plantilla:Oppose	Template:Contrario
Plantilla:Suyukuna (Nikarawa)	Template:Dipartimenti del Nicaragua
Plantilla:Suyukuna (Parawayi)	Template:Dipartimenti del Paraguay
Punku p'anqa: Kapchiy	Portale:Pittura
Plantilla:Suyukuna (Unduras)	Template:Dipartimenti dell'Honduras
Katiguriya:Suyu (Salwadur)	Categoria:Dipartimenti di El Salvador
Katiguriya:Pulitika rakiy (Salwadur)	Categoria:Suddivisioni di El Salvador
Katiguriya:Pulitika rakiy (Nikarawa)	Categoria:Suddivisioni del Nicaragua
Katiguriya:Suyu (Nikarawa)	Categoria:Dipartimenti del Nicaragua
Katiguriya:Pulitika rakiy (Panama)	Categoria:Suddivisioni di Panamá
Katiguriya:Pulitika rakiy (Parawayi)	Categoria:Suddivisioni del Paraguay
Plantilla:Pruwinsyakuna (Panama)	Template:Province e comarche di Panamá
Katiguriya:Pruwinsya (Panama)	Categoria:Province di Panamá
Plantilla:MUS	Template:MUS
Plantilla:COL	Template:COL
Plantilla:CCK	Template:CCK
Plantilla:NCL	Template:NCL
Plantilla:GNB	Template:GNB
Plantilla:ERI	Template:ERI
Plantilla:MRT	Template:MRT
Plantilla:GAB	Template:GAB
Plantilla:IRN	Template:IRN
Plantilla:MLI	Template:MLI
Plantilla:JOR	Template:JOR
Plantilla:IOT	Template:IOT
Plantilla:TKL	Template:TKL
Plantilla:SDN	Template:SDN
Plantilla:NIU	Template:NIU
Plantilla:NPL	Template:NPL
Plantilla:PYF	Template:PYF
Plantilla:NAM	Template:NAM
Plantilla:MHL	Template:MHL
Plantilla:DSQ	Template:Passo biblico
Plantilla:COK	Template:COK
Plantilla:PRI	Template:PRI
Plantilla:DOM	Template:DOM
Plantilla:CAF	Template:CAF
Plantilla:MKD	Template:MKD
Plantilla:GNQ	Template:GNQ
Plantilla:COM	Template:COM
Plantilla:ZMB	Template:ZMB
Plantilla:ESH	Template:ESH
Plantilla:LKA	Template:LKA
Plantilla:VCT	Template:VCT
Plantilla:MWI	Template:MWI
Plantilla:UMI	Template:UMI
Plantilla:TZA	Template:TZA
Plantilla:KAZ	Template:KAZ
Plantilla:OMN	Template:OMN
Plantilla:NER	Template:NER
Plantilla:COG	Template:COG
Plantilla:SMR	Template:SMR
Plantilla:MTQ	Template:MTQ
Plantilla:PER	Template:PER
Plantilla:MOZ	Template:MOZ
Plantilla:SUR	Template:SUR
Plantilla:TTO	Template:TTO
Plantilla:GUY	Template:GUY
Plantilla:ETH	Template:ETH
Plantilla:HKG	Template:HKG
Plantilla:NGA	Template:NGA
Plantilla:PRK	Template:PRK
Plantilla:FSM	Template:FSM
Plantilla:SRB	Template:SRB
Plantilla:KIR	Template:KIR
Plantilla:NIC	Template:NIC
Plantilla:KNA	Template:KNA
Plantilla:PNG	Template:PNG
Plantilla:LBR	Template:LBR
Katiguriya:Pulitika rakiy (Unduras)	Categoria:Suddivisioni dell'Honduras
Katiguriya:Suyu (Parawayi)	Categoria:Dipartimenti del Paraguay
Katiguriya:Pulitika rakiy (Watimala)	Categoria:Suddivisioni del Guatemala
Plantilla:TKM	Template:TKM
Katiguriya:Pulitika rakiy (Uruwayi)	Categoria:Suddivisioni dell'Uruguay
Plantilla:NRU	Template:NRU
Plantilla:SPM	Template:SPM
Katiguriya:Suyu (Uruwayi)	Categoria:Dipartimenti dell'Uruguay
Plantilla:MNP	Template:MNP
Plantilla:SLB	Template:SLB
Plantilla:GRL	Template:GRL
Plantilla:LBY	Template:LBY
Plantilla:LSO	Template:LSO
Plantilla:THA	Template:THA
Plantilla:BFA	Template:BFA
Plantilla:TCD	Template:TCD
Plantilla:PRY	Template:PRY
Plantilla:ECU	Template:ECU
Plantilla:BTN	Template:BTN
Plantilla:MDV	Template:MDV
Plantilla:SYC	Template:SYC
Plantilla:TLS	Template:TLS
Plantilla:LCA	Template:LCA
Plantilla:SLE	Template:SLE
Plantilla:VUT	Template:VUT
Katiguriya:Tusuy (Buliwya)	Categoria:Danza boliviana
Plantilla:LTU	Template:LTU
Plantilla:SGP	Template:SGP
Plantilla:Beni suyu	Template:Dipartimento di Beni
Plantilla:IND	Template:IND
Plantilla:MAC	Template:MAC
Punku p'anqa: Pachaykamay	Portale:Fisica
Plantilla:Suyukuna (Piruw)	Template:Regioni del Perù
Plantilla:Pruwinsyakuna (Kustarika)	Template:Province della Costa Rica
Katiguriya:Marksismu	Categoria:Marxismo
Katiguriya:Chaqllisinchi ruruchina	Categoria:Aziende chimiche
Katiguriya:Wañusqa rimay	Categoria:Lingue estinte
Katiguriya:North Carolina suyu	Categoria:Carolina del Nord
Katiguriya:Llaqta (Albanya)	Categoria:Comuni dell'Albania
Katiguriya:Burinkin	Categoria:Porto Rico
Katiguriya:Ruwaq:ja-N	Categoria:Utenti ja-M
Katiguriya:Piluta hayt'aq (Bilhika)	Categoria:Calciatori belgi
Katiguriya:Llaqta (Hukllachasqa Amirika Suyukuna)	Categoria:Città degli Stati Uniti d'America
Katiguriya:Paqarisqa 1903	Categoria:Nati nel 1903
Katiguriya:Paqarisqa 1925	Categoria:Nati nel 1925
Katiguriya:Paqarisqa 1936	Categoria:Nati nel 1936
Katiguriya:Paqarisqa 1916	Categoria:Nati nel 1916
Katiguriya:Paqarisqa 1910	Categoria:Nati nel 1910
Katiguriya:Paqarisqa 1939	Categoria:Nati nel 1939
Plantilla:CHE	Template:CHE
Katiguriya:Qachu yura	Categoria:Poaceae
Katiguriya:Kurku kallpanchaq (Suwisa)	Categoria:Sportivi svizzeri
Katiguriya:Llaqta (Suysya)	Categoria:Città della Svezia
Plantilla:Sut'ichana qillqa	Template:Disambigua
Katiguriya:1962	Categoria:Eventi del 1962
Katiguriya:Swasisuyu	Categoria:Swaziland
Katiguriya:Pulitiku (Asarsuyu)	Categoria:Politici azeri
Katiguriya:Kañinakuna	Categoria:Valute in corso
Katiguriya:Piluta hayt'ay (Ispaña)	Categoria:Calcio in Spagna
Katiguriya:Hatun Qhapaq (Nihun)	Categoria:Imperatori del Giappone
