Afrik	Africa
Orce (Grenad)	Orce
Otura (Grenad)	Villa de Otura
San Ramon, Kalifòni	San Ramon (California)
Morro Bay, Kalifòni	Morro Bay
Portal, Georgie	Portal (Georgia)
Fritch, Texas	Fritch
Narayana Pandit	Narayana Pandit
Nigüelas (Grenad)	Nigüelas
North Lauderdale, Florid	North Lauderdale
Maryland Heights, Missouri	Maryland Heights
103 (nonm)	103 (numero)
Pratt, Kansas	Pratt (Kansas)
Aberdeen, Kawolin dinò	Aberdeen (Carolina del Nord)
Daniel Goldston	Daniel Goldston
Preston, Idaho	Preston (Idaho)
Windsor, New Hampshire	Windsor (New Hampshire)
Frederick, Kolorado	Frederick (Colorado)
Woodbury, Connecticut	Woodbury (Connecticut)
Gilsum, New Hampshire	Gilsum
Elkhart, Kansas	Elkhart (Kansas)
Iowa Colony, Texas	Iowa Colony
465 (nonm)	465 (numero)
Shelbyville, Indiana	Shelbyville (Indiana)
Sandusky, Ohio	Sandusky (Ohio)
Woodstock, New York	Woodstock (New York)
Somers, Connecticut	Somers (Connecticut)
Nòdwès	Dipartimento del Nordovest
Plains, Georgie	Plains (Georgia)
Bowman, Georgie	Bowman (Georgia)
Morgan Hill, Kalifòni	Morgan Hill
Morón de la Frontera (Seville)	Morón de la Frontera
Lorain, Ohio	Lorain (Ohio)
199 (nonm)	199 (numero)
Palm Coast, Florid	Palm Coast
Millis, Massachusetts	Millis
Elma, Washington	Elma (Washington)
Pedro-Martínez (Grenad)	Pedro Martínez (Spagna)
Polícar (Grenad)	Polícar
201 (nonm)	201 (numero)
Aberdeen, Idaho	Aberdeen (Idaho)
Dunsmuir, Kalifòni	Dunsmuir
Klastik	Rocce sedimentarie clastiche
Cheshire, Massachusetts	Cheshire (Massachusetts)
Milton, New Hampshire	Milton (New Hampshire)
Mashpee, Massachusetts	Mashpee
Mount Pleasant, Iowa	Mount Pleasant (Iowa)
Bédar (Almería)	Bédar
Sun Lakes, Arizona	Sun Lakes
Haysville, Kansas	Haysville (Kansas)
Lone Oak, Texas	Lone Oak (Texas)
Peru, Massachusetts	Peru (Massachusetts)
Valparaiso, Florid	Valparaiso (Florida)
Jessup, Pennsilvani	Jessup (Pennsylvania)
Waycross, Georgie	Waycross
Nederland, Texas	Nederland (Texas)
Oregon, Ohio	Oregon (Ohio)
Saguache, Kolorado	Saguache
Volga, Dakota disid	Volga (Dakota del Sud)
Fairfax, Kawolin disid	Fairfax (Carolina del Sud)
Santa Cruz del Comercio (Grenad)	Santa Cruz del Comercio
Sorvilán (Grenad)	Sorvilán
Soportújar (Grenad)	Soportújar
Salar (Grenad)	Salar (Spagna)
Puebla de Don Fadrique (Grenad)	Puebla de Don Fadrique
Skagway (Alaska)	Skagway (Alaska)
Afton, Oklahoma	Afton (Oklahoma)
Greenfield, Indiana	Greenfield (Indiana)
Ingram, Pennsilvani	Ingram (Pennsylvania)
911 (nonm)	911 (numero)
Tulare, Kalifòni	Tulare
Brigantine, New Jersey	Brigantine
883 (nonm)	883 (numero)
Apalachicola, Florid	Apalachicola
Palestine, Texas	Palestine (Texas)
Valle del Zalabí (Grenad)	Valle del Zalabí
262 (nonm)	262 (numero)
Torvizcón (Grenad)	Torvizcón
Turón (Grenad)	Turón
Vegas del Genil (Grenad)	Vegas del Genil
Trevélez (Grenad)	Trevélez
La Tahá (Grenad)	La Taha
Válor (Grenad)	Válor
Torre-Cardela (Grenad)	Torre-Cardela
Zòn afotik	Zona afotica
Apollo, Pennsilvani	Apollo (Pennsylvania)
Villanueva de las Torres (Grenad)	Villanueva de las Torres
Villanueva Mesía (Grenad)	Villanueva Mesía
Apopka, Florid	Apopka
Vélez de Benaudalla (Grenad)	Vélez de Benaudalla
Aleksandr Korkin	Aleksandr Nikolaevič Korkin
Princeton, Texas	Princeton (Texas)
Prosper, Texas	Prosper (Texas)
Celina, Texas	Celina (Texas)
New Hope, Texas	New Hope (Texas)
Wylie, Texas	Wylie (Texas)
Sachse, Texas	Sachse
Anna, Texas	Anna (Texas)
Lavon, Texas	Lavon (Texas)
Apple Valley, Kalifòni	Apple Valley (California)
Apple Valley, Minnesota	Apple Valley (Minnesota)
Inglewood, Kalifòni	Inglewood (California)
Alexander Aitken	Alexander Aitken
Palos de la Frontera (Huelva)	Palos de la Frontera
Nampa, Idaho	Nampa
Powozite	Porosità
Kalkilasyon	Calcolo (matematica)
Ólvega	Ólvega
Anprent	Imprinting (etologia)
Aracena (Huelva)	Aracena
Carmel-by-the-Sea, Kalifòni	Carmel-by-the-Sea
Richland, Mississippi	Richland (Mississippi)
Leesburg, Florid	Leesburg (Florida)
Aransas Pass, Texas	Aransas Pass
Sunflower, Mississippi	Sunflower
45 (nonm)	45 (numero)
Winfield, Kansas	Winfield (Kansas)
Calabasas, Kalifòni	Calabasas
Lake Park, Florid	Lake Park (Florida)
Chester, New Hampshire	Chester (New Hampshire)
Susanville, Kalifòni	Susanville
Manzanilla (Huelva)	Manzanilla
Lubrín (Almería)	Lubrín
Hebbronville, Texas	Hebbronville
Oak Valley, Texas	Oak Valley (Texas)
El Dorado, Kansas	El Dorado (Kansas)
Lè (jewoloji)	Era geologica
Hilliard, Ohio	Hilliard (Ohio)
Olean, New York	Olean (New York)
Dallas, Oregon	Dallas (Oregon)
Hartsville, Kawolin disid	Hartsville (Carolina del Sud)
Norwich, Connecticut	Norwich (Connecticut)
Arcadia, Florid	Arcadia (Florida)
Arcadia, Indiana	Arcadia (Indiana)
Holtville, Kalifòni	Holtville
Arroyo Alto, Texas	La Feria
Arcata, Kalifòni	Arcata (California)
641 (menm non)	641 (disambigua)
San Rafael, Kalifòni	San Rafael (California)
245 (nonm)	245 (numero)
Archer, Florid	Archer (Florida)
Archer City, Texas	Archer City
Francesco Severi	Francesco Severi
Weare, New Hampshire	Weare (New Hampshire)
Claude Chevalley	Claude Chevalley
Ominide	Hominidae
Tommaso Ceva	Tommaso Ceva
Philippe Jacquin	Philippe Jacquin
Florissant, Missouri	Florissant
Rene de Possel	René de Possel
821 (nonm)	821 (numero)
Rosenberg, Texas	Rosenberg (Texas)
292 (nonm)	292 (numero)
Lyonel Trouillot	Lyonel Trouillot
New Market (Alabama)	New Market (Alabama)
Alcalá la Real (Jaén)	Alcalá la Real
Lafayette, Indiana	Lafayette (Indiana)
Burkburnett, Texas	Burkburnett
Lakeland, Florid	Lakeland (Florida)
Ardmore, Oklahoma	Ardmore (Oklahoma)
617 (nonm)	617 (numero)
Kenilworth, Ilinwa	Kenilworth (Illinois)
New Boston, Texas	New Boston (Texas)
Byoloji konsèvasyon	Biologia della conservazione
François Le Lionnais	François Le Lionnais
599 (nonm)	599 (numero)
468 (nonm)	468 (numero)
Comfort, Texas	Comfort (Texas)
Onn fwa	Ondata di freddo
Bellevue, Nebraska	Bellevue (Nebraska)
Yardley, Pennsilvani	Yardley
Depatman	Dipartimento
Villanueva del Rosario (Málaga)	Villanueva del Rosario
Santa Maria, Kalifòni	Santa Maria (California)
Louis de Branges de Bourcia	Louis de Branges de Bourcia
150 (nonm)	150 (numero)
65 (nonm)	65 (numero)
Waxahachie, Texas	Waxahachie
174 (nonm)	174 (numero)
Pembroke, New Hampshire	Pembroke (New Hampshire)
210 (nonm)	210 (numero)
Algona, Iowa	Algona (Iowa)
Fremont, New Hampshire	Fremont (New Hampshire)
Tarpon Springs, Florid	Tarpon Springs
Wink, Texas	Wink (Texas)
Dodge City, Kansas	Dodge City
518 (nonm)	518 (numero)
Greer, Kawolin disid	Greer (Carolina del Sud)
Malakoff, Texas	Malakoff (Texas)
Warren, Connecticut	Warren (Connecticut)
541 (nonm)	541 (numero)
Shanksville, Pennsilvani	Shanksville
Bloomfield, New Jersey	Bloomfield (New Jersey)
720 (nonm)	720 (numero)
Spearman, Texas	Spearman
Columbia Falls, Montana	Columbia Falls (Montana)
Ford City, Pennsilvani	Ford City (Pennsylvania)
180 (nonm)	180 (numero)
Burchard, Nebraska	Burchard (Nebraska)
La Carolina (Jaén)	La Carolina
Ѵ	Ižica
Goumen	Combattimento
Sulphur, Lwizyana	Sulphur (Louisiana)
Gainesville, Georgie	Gainesville (Georgia)
Defiance, Ohio	Defiance (Ohio)
Delta, Kolorado	Delta (Colorado)
Lovelock, Nevada	Lovelock
Wills Point, Texas	Wills Point
Northfield, Massachusetts	Northfield (Massachusetts)
Lago Vista, Texas	Lago Vista
Delfino Codazzi	Delfino Codazzi
119 (nonm)	119 (numero)
803 (menm non)	803 (disambigua)
South Bethlehem, Pennsilvani	South Bethlehem (Pennsylvania)
Ila, Georgie	Ila (Georgia)
Fremont, Nebraska	Fremont (Nebraska)
Atascadero, Kalifòni	Atascadero
Caldwell, Ohio	Caldwell (Ohio)
Magaña	Magaña
Fitzgerald, Georgie	Fitzgerald (Georgia)
Espèk	Spettro atomico
Salome, Arizona	Salome (Arizona)
Maquoketa, Iowa	Maquoketa
Jacob Miller	Jacob Miller
Dickens, Texas	Dickens (Texas)
Canyon Lake, Kalifòni	Canyon Lake (California)
York, Nebraska	York (Nebraska)
Chalfont, Pennsilvani	Chalfont
Aurora, Oregon	Aurora (Oregon)
Pleasant Hills, Pennsilvani	Pleasant Hills (Pennsylvania)
677 (nonm)	677 (numero)
Francesco Barozzi	Francesco Barozzi
459 (nonm)	459 (numero)
Manchester-by-the-Sea, Massachusetts	Manchester-by-the-Sea
Bonney Lake, Washington	Bonney Lake
Naches, Washington	Naches
Citrus Heights, Kalifòni	Citrus Heights
Tunica, Mississippi	Tunica (Mississippi)
West Mayfield, Pennsilvani	West Mayfield
Munhall, Pennsilvani	Munhall
Woodbine, Georgie	Woodbine (Georgia)
Richard Lewontin	Richard Lewontin
Conway, Kawolin disid	Conway (Carolina del Sud)
Eden, Mississippi	Eden (Mississippi)
Wahoo, Nebraska	Wahoo (Nebraska)
North Attleborough, Massachusetts	North Attleborough
Carteret, New Jersey	Carteret (New Jersey)
Alpine, Texas	Alpine (Texas)
Auburn, Washington	Auburn (Washington)
Albion, Washington	Albion (Washington)
68 (nonm)	68 (numero)
Rankit (komin)	Ranquitte
West Union, Iowa	West Union (Iowa)
Tomasik (komin)	Thomassique
South Windsor, Connecticut	South Windsor
Weston, Connecticut	Weston (Connecticut)
Marble, Kolorado	Marble (Colorado)
Filon	Dicco
Lincoln, Massachusetts	Lincoln (Massachusetts)
948 (menm non)	948 (disambigua)
Ogallala, Nebraska	Ogallala
Dayton, Pennsilvani	Dayton (Pennsylvania)
Eldorado, Texas	Eldorado (Texas)
Montebello, Kalifòni	Montebello (California)
Karayib	Caraibi
Henderson, Texas	Henderson (Texas)
Bedford, Massachusetts	Bedford (Massachusetts)
Nahant, Massachusetts	Nahant
853 (menm non)	853 (disambigua)
Castle Hills, Texas	Castle Hills
406 (nonm)	406 (numero)
John Leslie	John Leslie (attore pornografico)
Kòl matris	Cervice uterina
Eureka, Dakota disid	Eureka (Dakota del Sud)
659 (nonm)	659 (numero)
Portage, Indiana	Portage (Indiana)
Nevada City, Kalifòni	Nevada City (California)
587 (nonm)	587 (numero)
Brackenridge, Pennsilvani	Brackenridge (Pennsylvania)
Lake Powell, Arizona	Lago Powell
John Ball	John M. Ball
Joseph Wedderburn	Joseph Wedderburn
Tupelo, Mississippi	Tupelo (Mississippi)
San Bruno, Kalifòni	San Bruno (California)
Port Saint Lucie, Florid	Port St. Lucie
Junior Murvin	Junior Murvin
156 (nonm)	156 (numero)
Juno Beach, Florid	Juno Beach (Florida)
Perry, Georgie	Perry (Georgia)
Davis, Kalifòni	Davis (California)
Fines (Almería)	Fines
North Bend, Oregon	North Bend (Oregon)
Phillips, Maine	Phillips (Maine)
Bellville, Texas	Bellville (Texas)
Nivo enèjetik	Livello energetico
Mantachie, Mississippi	Mantachie
Ackley, Iowa	Ackley
282 (nonm)	282 (numero)
Arizona City, Arizona	Arizona City (Arizona)
Blackshear, Georgie	Blackshear
Eagle, Kolorado	Eagle (Colorado)
Saluda, Kawolin disid	Saluda (Carolina del Sud)
Sudan, Texas	Sudan (Texas)
Bend, Oregon	Bend
Elk Grove, Kalifòni	Elk Grove (California)
Payette, Idaho	Payette
Pompano Beach, Florid	Pompano Beach
Albany, Kalifòni	Albany (California)
Jean-Joseph Rabearivelo	Jean-Joseph Rabearivelo
Towanda, Pennsilvani	Towanda (Pennsylvania)
Federico Commandino	Federico Commandino
Molarite	Molarità
Centenera de Andaluz (Soria)	Centenera de Andaluz
Williamsburg, Pennsilvani	Williamsburg (Pennsylvania)
26 (menm non)	26 (disambigua)
Paolo Casati	Paolo Casati
97 (nonm)	97 (numero)
Atoka, Oklahoma	Atoka (Oklahoma)
Point Pleasant Beach, New Jersey	Point Pleasant Beach
Decatur, Texas	Decatur (Texas)
Del Mar, Kalifòni	Del Mar
Polkville, Mississippi	Polkville (Mississippi)
Flandreau, Dakota disid	Flandreau
San Clemente, Kalifòni	San Clemente (Stati Uniti)
François Jacquier	François Jacquier
Rapò optik	Ingrandimento
Espejo (Cordoue)	Espejo
Pueblo, Kolorado	Pueblo (Colorado)
Bell Acres, Pennsilvani	Bell Acres
Puebla de Guzmán (Huelva)	Puebla de Guzmán
297 (nonm)	297 (numero)
Sully, Iowa	Sully (Iowa)
Clinton, Iowa	Clinton (Iowa)
Weimar, Texas	Weimar (Texas)
Newcastle, Wyoming	Newcastle (Wyoming)
263 (nonm)	263 (numero)
Martin Gardner	Martin Gardner
827 (nonm)	827 (numero)
Montclair, New Jersey	Montclair (New Jersey)
Silverton, Kolorado	Silverton (Colorado)
Schurz, Nevada	Schurz (Nevada)
Grafton, New Hampshire	Grafton (New Hampshire)
Renton, Washington	Renton (Washington)
Winchester, Indiana	Winchester (Indiana)
Marksville, Lwizyana	Marksville
Jackson, New Hampshire	Jackson (New Hampshire)
Baldassarre Boncompagni	Baldassarre Boncompagni
Minden, Nevada	Minden (Nevada)
Center, Texas	Center (Texas)
Ponchatoula, Lwizyana	Ponchatoula
207 (nonm)	207 (numero)
Rafael Núñez	Rafael Núñez (politico)
94 (nonm)	94 (numero)
Vilches (Jaén)	Vilches
Ogdensburg, New York	Ogdensburg (New York)
Tomball, Texas	Tomball
Maynard, Massachusetts	Maynard (Massachusetts)
Cypress, Kalifòni	Cypress
Wernersville, Pennsilvani	Wernersville
Stinnett, Texas	Stinnett (Texas)
Portsmouth, Ohio	Portsmouth (Ohio)
Duncansville, Pennsilvani	Duncansville
Haymarket, Vijini	Haymarket (Virginia)
Jacksonville, Texas	Jacksonville (Texas)
Taylor, Nebraska	Taylor (Nebraska)
977 (nonm)	977 (numero)
Benjamin Gompertz	Benjamin Gompertz
55 (nonm)	55 (numero)
Demetrios Christodoulou	Demetrios Christodoulou
Limonad (komin)	Limonade
Mamlad (komin)	Marmelade
Scobey, Montana	Scobey
Fòs Ayeryen Swis	Forze aeree svizzere
Hawthorne, Kalifòni	Hawthorne (California)
Arna Bontemps	Arna Bontemps
Daisetta, Texas	Daisetta
91 (nonm)	91 (numero)
Rochester, Pennsilvani	Rochester (Pennsylvania)
Arnaud Denjoy	Arnaud Denjoy
Clifton, Arizona	Clifton (Arizona)
Nextlalpan	Nextlalpan
Onn transvèsal	Onda trasversale
Ladonia (Alabama)	Ladonia (Alabama)
665 (menm non)	665 (disambigua)
Plezans (komin)	Plaisance (Haiti)
Puerto Plata (provens)	Provincia di Puerto Plata
Highland, Kalifòni	Highland (California)
Richland, Washington	Richland (Washington)
Bowling Green, Kentucky	Bowling Green (Kentucky)
Gettysburg, Pennsilvani	Gettysburg (Pennsylvania)
Palm Beach, Florid	Palm Beach
Bremerton, Washington	Bremerton
Martos (Jaén)	Martos
Bailén (Jaén)	Bailén
College Station, Texas	College Station
Laujar de Andarax (Almería)	Láujar de Andarax
Huécija (Almería)	Huécija
Bryan, Texas	Bryan (Texas)
Council Bluffs, Iowa	Council Bluffs
Avalon, Kalifòni	Avalon (California)
Protoyistwa	Protostoria
Arroyo Grande, Kalifòni	Arroyo Grande
138 (nonm)	138 (numero)
118 (nonm)	118 (numero)
Culcha Candela	Culcha Candela
Fort Bliss, Texas	Fort Bliss
Yuri Matiyasevich	Jurij Vladimirovič Matijasevič
Preda Mihăilescu	Preda Mihăilescu
Mikhail Lavrentyev	Michail Alekseevič Lavrent'ev
Martin Ohm	Martin Ohm
Ulisse Dini	Ulisse Dini
Paul Eugène Magloire	Paul Eugène Magloire
Arthur, Iowa	Arthur (Iowa)
Arthur Erdélyi	Arthur Erdélyi
Igor Shafarevich	Igor' Rostislavovič Šafarevič
Cassius Jackson Keyser	Cassius Jackson Keyser
Edwin Jaynes	Edwin Thompson Jaynes
Ini Kamoze	Ini Kamoze
Yellowman	Yellowman
Calyampudi Radhakrishna Rao	Calyampudi Radhakrishna Rao
Frank James	Frank James
Jean-Jacques Pierre	Jean-Jacques Pierre
Louis Essen	Louis Essen
Sydney Chapman	Sydney Chapman
Shabba Ranks	Shabba Ranks
Peter Borwein	Peter Borwein
Joe Gaetjens	Joe Gaetjens
Ismaël Bullialdus	Ismael Bullialdus
Robert Langlands	Robert Langlands
Melville Herskovits	Melville Jean Herskovits
Dennis Brown	Dennis Brown
Felix Savart	Félix Savart
Arthur Burks	Arthur Burks
Arthur Wightman	Arthur Wightman
Glann sirenal	Surrene
Ògàn	Organo (anatomia)
80 (nonm)	80 (numero)
21 (nonm)	21 (numero)
22 (nonm)	22 (numero)
70 (nonm)	70 (numero)
50 (nonm)	50 (numero)
Ronald Graham	Ronald Graham
41 (nonm)	41 (numero)
34 (nonm)	34 (numero)
33 (nonm)	33 (numero)
47 (nonm)	47 (numero)
31 (nonm)	31 (numero)
32 (nonm)	32 (numero)
44 (nonm)	44 (numero)
46 (nonm)	46 (numero)
49 (nonm)	49 (numero)
48 (nonm)	48 (numero)
37 (nonm)	37 (numero)
39 (nonm)	39 (numero)
36 (nonm)	36 (numero)
53 (nonm)	53 (numero)
81 (nonm)	81 (numero)
66 (nonm)	66 (numero)
63 (nonm)	63 (numero)
52 (nonm)	52 (numero)
69 (nonm)	69 (numero)
73 (nonm)	73 (numero)
57 (nonm)	57 (numero)
74 (nonm)	74 (numero)
79 (nonm)	79 (numero)
67 (nonm)	67 (numero)
77 (nonm)	77 (numero)
83 (nonm)	83 (numero)
Giuseppe Colombo	Giuseppe Colombo (matematico)
82 (nonm)	82 (numero)
86 (nonm)	86 (numero)
78 (nonm)	78 (numero)
98 (nonm)	98 (numero)
200 (nonm)	200 (numero)
Hendrik Wade Bode	Hendrik Wade Bode
Teide Nasyonal Park	Parco nazionale del Teide
Lenfosit	Linfocita
104 (nonm)	104 (numero)
113 (nonm)	113 (numero)
102 (nonm)	102 (numero)
144 (nonm)	144 (numero)
110 (nonm)	110 (numero)
121 (nonm)	121 (numero)
114 (nonm)	114 (numero)
116 (nonm)	116 (numero)
Alexander Gelfond	Aleksandr Gelfond
127 (nonm)	127 (numero)
123 (nonm)	123 (numero)
115 (nonm)	115 (numero)
105 (nonm)	105 (numero)
112 (nonm)	112 (numero)
111 (nonm)	111 (numero)
117 (nonm)	117 (numero)
Ekilib	Equilibrio meccanico
120 (nonm)	120 (numero)
124 (nonm)	124 (numero)
Arvin, Kalifòni	Arvin
125 (nonm)	125 (numero)
196 (nonm)	196 (numero)
Julian Marley	Julian Marley
122 (nonm)	122 (numero)
Koton	Gossypium
169 (nonm)	169 (numero)
140 (nonm)	140 (numero)
143 (nonm)	143 (numero)
147 (nonm)	147 (numero)
Petaluma, Kalifòni	Petaluma
Szolem Mandelbrojt	Szolem Mandelbrot
146 (nonm)	146 (numero)
197 (nonm)	197 (numero)
149 (nonm)	149 (numero)
157 (nonm)	157 (numero)
159 (nonm)	159 (numero)
Halfway, Oregon	Halfway (Oregon)
142 (nonm)	142 (numero)
Jenòm imen	Genoma umano
151 (nonm)	151 (numero)
154 (nonm)	154 (numero)
164 (nonm)	164 (numero)
139 (nonm)	139 (numero)
198 (nonm)	198 (numero)
163 (nonm)	163 (numero)
155 (nonm)	155 (numero)
165 (nonm)	165 (numero)
136 (nonm)	136 (numero)
188 (nonm)	188 (numero)
145 (nonm)	145 (numero)
161 (nonm)	161 (numero)
Miami Gardens, Florid	Miami Gardens
Ñuble (provens)	Provincia di Ñuble
194 (nonm)	194 (numero)
Pierre Fatou	Pierre Fatou
James Waddell Alexander	James Waddell Alexander
Marston Morse	Marston Morse
Aleksandr Khinchin	Aleksandr Jakovlevič Chinčin
Sistèm inè	Sistema numerico unario
Ashland, Kentucky	Ashland (Kentucky)
Ashland, Ohio	Ashland (Ohio)
Ashtabula, Ohio	Ashtabula (Ohio)
Chauncey Wright	Chauncey Wright
Dennis Sullivan	Dennis P. Sullivan
John Machin	John Machin
Jean Delsarte	Jean Delsarte
Dorian Goldfeld	Dorian M. Goldfeld
Dmitri Egorov	Dmitrij Fëdorovič Egorov
Joseph Alfred Serret	Joseph-Alfred Serret
Newark, Texas	Newark (Texas)
Ashville, Ohio	Ashville (Ohio)
Jacques Roubaud	Jacques Roubaud
Bernard Dwork	Bernard M. Dwork
Edmund Gunter	Edmund Gunter
John Polkinghorne	John Polkinghorne
Walter Lewin	Walter Lewin
Charles Hutton	Charles Hutton
Paul Antoine Aristide Montel	Paul Montel
Luigi Bianchi	Luigi Bianchi
Ottobah Cugoano	Ottobah Cugoano
Plato Tiburtinus	Platone Tiburtino
Eek-A-Mouse	Eek-A-Mouse
Guido Castelnuovo	Guido Castelnuovo
Yevgraf Fyodorov	Evgraf Stepanovič Fëdorov
Gary Anderson	Gary Anderson
Gino Fano	Gino Fano
Edward Routh	Edward Routh
South Fork, Kolorado	South Fork (Colorado)
Bruno de Finetti	Bruno de Finetti
279 (nonm)	279 (numero)
Carthage, Missouri	Carthage (Missouri)
Shakopee, Minnesota	Shakopee
Lakeside, Wisconsin	Lakeside (Wisconsin)
Bemidji, Minnesota	Bemidji
228 (nonm)	228 (numero)
683 (nonm)	683 (numero)
Lexington, Kawolin disid	Lexington (Carolina del Sud)
Gulf Breeze, Florid	Gulf Breeze
Cabra del Santo Cristo (Jaén)	Cabra del Santo Cristo
California City, Kalifòni	California City
Periana (Málaga)	Periana
Punxsutawney, Pennsilvani	Punxsutawney
Giddings, Texas	Giddings
Winona, Mississippi	Winona (Mississippi)
Nicholson, Georgie	Nicholson (Georgia)
Keokuk, Iowa	Keokuk
Jay, Oklahoma	Jay (Oklahoma)
278 (nonm)	278 (numero)
Dover, Idaho	Dover (Idaho)
Henderson, Kentucky	Henderson (Kentucky)
Juliaetta, Idaho	Juliaetta
Pima, Arizona	Pima (Arizona)
503 (nonm)	503 (numero)
Canibus	Canibus
Lovettsville, Vijini	Lovettsville (Virginia)
Durham, Maine	Durham (Maine)
Greensburg, Pennsilvani	Greensburg (Pennsylvania)
830 (menm non)	830 (disambigua)
Walnut Grove, Minnesota	Walnut Grove (Minnesota)
594 (menm non)	594 (disambigua)
Middletown, New Jersey	Middletown (New Jersey)
181 (nonm)	181 (numero)
186 (nonm)	186 (numero)
192 (nonm)	192 (numero)
175 (nonm)	175 (numero)
184 (nonm)	184 (numero)
183 (nonm)	183 (numero)
191 (nonm)	191 (numero)
167 (nonm)	167 (numero)
176 (nonm)	176 (numero)
177 (nonm)	177 (numero)
179 (nonm)	179 (numero)
166 (nonm)	166 (numero)
185 (nonm)	185 (numero)
195 (nonm)	195 (numero)
Colquitt, Georgie	Colquitt
Atkins, Iowa	Atkins (Iowa)
Burnsville, Minnesota	Burnsville (Minnesota)
Toronto, Ohio	Toronto (Ohio)
Tahlequah, Oklahoma	Tahlequah
Saint Cloud, Minnesota	Saint Cloud (Minnesota)
Ayamonte (Huelva)	Ayamonte
Punta Umbría (Huelva)	Punta Umbría
Almonte (Huelva)	Almonte
Isla Cristina (Huelva)	Isla Cristina
Almócita (Almería)	Almócita
Post Falls, Idaho	Post Falls
Francesco Brioschi	Francesco Brioschi
Sundance, Wyoming	Sundance (Wyoming)
Loudon, New Hampshire	Loudon (New Hampshire)
Raj Chandra Bose	Raj Chandra Bose
Williamsburg, Kentucky	Williamsburg (Kentucky)
Dumarsais Estime	Dumarsais Estimé
Newtown, Connecticut	Newtown (Connecticut)
Gustine, Texas	Gustine (Texas)
Blythe, Georgie	Blythe (Georgia)
Milton, Massachusetts	Milton (Massachusetts)
Tiptonville, Tennessee	Tiptonville
Giuseppe Vitali	Giuseppe Vitali (matematico)
MINUSTAH	MINUSTAH
UNICEF	Fondo delle Nazioni Unite per l'infanzia
Norwood, Ohio	Norwood (Ohio)
Marshall Harvey Stone	Marshall Stone
Chiclana de Segura (Jaén)	Chiclana de Segura
913 (nonm)	913 (numero)
Ky-Mani Marley	Ky-Mani Marley
Penn Yan, New York	Penn Yan (New York)
Silverstreet, Kawolin disid	Silverstreet
Berthoud, Kolorado	Berthoud
Ashford, Connecticut	Ashford (Connecticut)
Hassler Whitney	Hassler Whitney
