আফ্রিকা	Africa
ব্রিটিশদের তিব্বত অভিযান	Spedizione britannica in Tibet
নাগোথানা	Nagothana
চেসমাস্টার	Chessmaster
বুরহানপুর	Burhanpur
কুরুক্ষেত্র	Kurukshetra (città)
রঘুদেববাটী	Raghudebbati
রসায়নবিদ	Chimico
সবুজঠোঁট মালকোআ	Phaenicophaeus tristis
কাউন্সিল অন ফরেন রিলেশন্স	Council on Foreign Relations
পিল ডিসট্রিক্ট স্কুল বোর্ড	Peel District School Board
কানাডা মাস্টার্স	Rogers Cup
কম্পিউটার শিক্ষা	Analfabetismo informatico
২০০৮ গ্রীষ্মকালীন অলিম্পিকে সাঁতার – পুরুষদের ১৫০০ মিটার ফ্রিস্টাইল	Nuoto ai Giochi della XXIX Olimpiade - 1500 metri stile libero maschili
১৯৯৮ আইসিসি নক-আউট ট্রফি	ICC KnockOut Trophy 1998
সবুজ বনমোরগ	Gallus varius
ইয়াওয়াল	Yawal
নামবিহীন ব্যক্তি	Uomo senza nome
বার-দো-থোস-গ্রোল	Libro tibetano dei morti
হিবাকুশা	Hibakusha
বেগুসারাই	Begusarai
চলচ্চিত্রে যৌনতা	Film erotico
নওয়ানকো কানু	Nwankwo Kanu
কোরীয় সংস্কৃতি	Cultura della Corea
টিটো	Tito
বারুনি আইওসি টাউনশিপ	Barauni IOC Township
সিন্ধু লিপি	Scrittura indu
বাণিজ্য	Commercio
কচুপুকুর	Kachu Pukur
এশীয় শামুকখোল	Anastomus oscitans
২০০৮ গ্রীষ্মকালীন অলিম্পিকে সাঁতার – মহিলাদের ৮০০ মিটার ফ্রিস্টাইল	Nuoto ai Giochi della XXIX Olimpiade - 800 metri stile libero femminili
বিএমডব্লিউ হাইড্রোজেন ৭	BMW Hydrogen 7
রবার্ট দ্য ডল	Robert la Bambola
২০০৮ গ্রীষ্মকালীন অলিম্পিকে সাঁতার – মহিলাদের ২০০ মিটার বাটারফ্লাই	Nuoto ai Giochi della XXIX Olimpiade - 200 metri farfalla femminili
নাহাওয়ান্দের যুদ্ধ	Battaglia di Nihavand
খেরওয়ারা ছাৱনি	Kherwara Chhaoni
অঘোষ মূর্ধন্য স্পর্শধ্বনি	Occlusiva retroflessa sorda
টাইম ১০০	Time 100
পুরগাতোরিও (দান্তে)	Purgatorio (Divina Commedia)
ফুলেকো	Fuleco
মন্দলা	Mandla
বৃজি	Vajji
পুষ্প উপত্যকা জাতীয় উদ্যান	Parco nazionale della Valle dei fiori
আর্চি গেমিল	Archie Gemmill
ধলাকোমর শ্যামা	Copsychus malabaricus
কাভি হাঁ কাভি না	Kabhi Haan Kabhi Naa
সিমুলিঙ্ক	Simulink
ব্লিডিং হার্ট	Clerodendrum thomsoniae
লোনার	Lonar
অ্যান্টনি অ্যান্ড ক্লিওপেট্রা	Antonio e Cleopatra (Shakespeare)
কোয়ান্টাম বলবিজ্ঞানের গাণিতিক সূত্রায়ন	Postulati della meccanica quantistica
২০০৮ গ্রীষ্মকালীন অলিম্পিকে দৌড়বাজী – মহিলাদের ৪ x ১০০মিটার রিলে	Atletica leggera ai Giochi della XXIX Olimpiade - Staffetta 4×100 metri femminile
কোরত্ত্য	Koratty
সোমেশ্বর	Someshwar
আকাউস (জুথুসের পুত্র)	Acheo (mitologia)
জঞ্জরপুর	Jhanjharpur
অমূলদ সংখ্যা	Numero irrazionale
মদনটাক	Leptoptilos javanicus
তিরুভারুর	Tiruvallur
উপ্পাতাসান্তি প্যাগোডা	Pagoda Uppatasanti
সারেঙ্গি	Sarangi
জাবেদা	Libro giornale
গিলগিত	Gilgit
যৌন পরিপক্কতা	Maturità sessuale
বুধা থেহ	Budha Theh
সিট-আপ	Sit-up
কনকের	Kanker
ইউরানোমেট্রিয়া	Uranometria
১৯৮৬ ফিফা বিশ্বকাপ ফাইনাল	Finale del campionato mondiale di calcio 1986
লিল মেট্রো	Metropolitana di Lilla
২০১২ ওএফসি নেশন্স কাপ	Coppa delle nazioni oceaniane 2012
প্যাংকর জ্যাকহ্যামার	Pancor Jackhammer
পরবর্তী একাদশ	Prossimi undici
পশ্চিম সিক্কিম জেলা	Distretto del Sikkim Occidentale
নো কান্ট্রি ফর ওল্ড মেন	Non è un paese per vecchi
মুই বোরান	Muay Boran
রুডলফীয় তালিকা	Tavole rudolfine
গামা ক্যামেরা	Gamma camera
কালোমাথা টিয়া	Psittacula finschii
অনুস্বার	Anusvara
বীজগাণিতিক সংখ্যাতত্ত্ব	Teoria algebrica dei numeri
বারঘাট	Barghat
সাঙ্গুয়েম	Sanguem (città)
পিপি	Pepé Le Pew
ফার্মেসি	Farmacia
ফ্রান্সের শিক্ষাব্যবস্থা	Istruzione in Francia
আন্ডারহিল স্টেডিয়াম	Underhill Stadium
২০১৩-এ ক্রীড়া	Eventi sportivi nel 2013
সোনাক্ষী সিংহ	Sonakshi Sinha
লাস পিয়েদ্রাস	Las Piedras (Canelones)
অওকিগাহারা	Aokigahara
হোদাল	Hodal
ইঙ্গ-মহীশূর যুদ্ধ	Guerre anglo-mysore
ছিন্নমস্তা	Chinnamastā
ধর	Dhar
আফেইদাস	Afeida
একক রূপান্তর	Conversione delle unità di misura
উইকিপিডিয়া:সংক্ষিপ্ত	Wikipedia:Abbreviazioni
কিরারি সুলেমান নগর	Kirari Suleman Nagar
ভিরিয়াল উপপাদ্য	Teorema del viriale
গ্লাইসিন	Glicina
মতান্ধতাবাদ	Dogma
হোশঙ্গাবাদ	Hoshangabad
আস্তিক্যবাদ	Teismo
লাইব্রেরি অব কংগ্রেস শ্রেণীবিন্যাস	Classificazione della Library of Congress
কিংফিশার ইস্টবেঙ্গল ক্লাব	East Bengal Football Club
মহাবিশ্বের চূড়ান্ত পরিণতি	Destino ultimo dell'universo
এপ্রিল থিসিস	Tesi di aprile
ভারতীয় সাহিত্য	Letteratura indiana
আ প্যাসেজ টু ইন্ডিয়া	Passaggio in India (romanzo)
অপুর সংসার	Il mondo di Apu
পথের পাঁচালী (চলচ্চিত্র)	Il lamento sul sentiero
অপরাজিত (চলচ্চিত্র)	Aparajito
বাগ্গার	Baggar
বামোর	Bamor
বনগাঁ	Bangaon
বান্নুর	Bannur
বালাগোদা, বোলানি	Balagoda
পিপার স্প্রে	Gas OC
ইউনিভার্সিটি অব ক্যালিফোর্নিয়া, সান ডিয়েগো	Università della California, San Diego
বান্সাতার খেদা	Bansatar Kheda
ম্যান অফ স্টিল (চলচ্চিত্র)	L'uomo d'acciaio
পাইরা	Pirra
মান্নার উপসাগর	Golfo di Mannar
ইসলামে নারী	Storia della donna nell'Islam
বাইরগনিয়া	Bairgania
বাঁশড়া	Banshra
বাকলোহ	Bakloh
বখতিয়ারপুর	Bakhtiarpur
বালোদা	Baloda
বালিমেলা	Balimela
জাতীয় স্বার্থ	Ragion di Stato
বুখারেস্ট মেট্রো	Metropolitana di Bucarest
ভাদের	Vader
কুছ কুছ হোতা হ্যায়	Kuch Kuch Hota Hai
নেটওয়ার্ক ফাইল সিস্টেম	Network File System
টুইটি	Titti (personaggio)
দ্যাজন সাবওয়ে	Metropolitana di Daejeon
বাইহার	Baihar
বৈদ্যবাটি	Baidyabati
বামহানি	Bamhani
বালোদা বাজার	Baloda Bazar
বাগ্রু	Bagru
বল্লভপুর	Ballavpur
বাঘা পুরানা	Bhagha Purana
মিডনাইট্‌স চিলড্রেন	I figli della mezzanotte
বাহিরগ্রাম	Bahirgram
কারবালার যুদ্ধ	Battaglia di Kerbela
অরণ্যের দিনরাত্রি (চলচ্চিত্র)	Aranyer Din Ratri
যৌনবিকৃতি	Perversione
আরাবল্লী পর্বতশ্রেণী	Monti Aravalli
দীঘল তরঙ্গ	Onda longitudinale
দি ইউনিভার্স (টিভি সিরিজ)	La storia dell'universo
জামাইস ভু	Jamais vu
বাগনান	Bagnan
বামবোলিম	Bambolim
বালিচক	Balichak
বানরসি	Banarsi
বাহুলা	Bahula
বাজলা	Bajala
মনোপ্লেন	Monoplano
ব্যঙ্গচিত্র	Vignetta
মন্টিনেগ্রোর ইতিহাস	Storia del Montenegro
এশীয় রাজ শকুন	Sarcogyps calvus
সল্ট (২০১০-এর চলচ্চিত্র)	Salt (film)
পারসেম	Parcem
রাক্ষসতাল	Lago Rakshastal
নাস্তি কল্পনা	Ipotesi nulla
ব্লেসড বি দ্য ল্যান্ড অফ জিম্বাবুয়ে	Kalibusiswe Ilizwe leZimbabwe
বার্তা	Messaggio
গগ্‌	Gog e Magog
বানয়ৌর	Banur
বান্দিকুই	Bandikui
নুহ	Nuh (città)
কাফির	Kāfir
২০১১ কনকাকাফ গোল্ড কাপ	CONCACAF Gold Cup 2011
বীরমিত্রপুর	Biramitrapur
দ্য ট্যুরিস্ট (২০১০-এর চলচ্চিত্র)	The Tourist
আরওয়া দু টেনেরে	Albero del Ténéré
গৌতম ঘোষ	Gautam Ghose
রাঙা মানিকজোড়	Mycteria leucocephala
দিউ	Diu (città)
আর্সেলরমিত্তাল অরবিট	ArcelorMittal Orbit
কমরেড	Compagno (politica)
হাংরি আন্দোলন	Hungryalism
রাহাতগড়	Rahatgarh
বানাপুর	Banapur
বালুগাঁও	Balugaon
বলাংগির	Balangir
বালাচৌর	Balachaur
বান্তুওয়াল	Bantwal
বাগেপল্লি	Bagepalli
বালুরঘাট	Balurghat
বান্সওয়ারা	Banswara
বল্লারপুর	Ballarpur
বাহাদুরগড়	Bahadurgarh
বহরমপুর	Baharampur
হোর্মোজগন প্রদেশ	Hormozgan
সিমলা চুক্তি, ১৯১৪	Accordo di Simla
ক্যালরিমিতি	Calorimetria
তলোয়ার	Talwar
ডোরেমন (১৯৭৩ আনিমে)	Doraemon (anime 1973)
২০০৮ গ্রীষ্মকালীন অলিম্পিকে মুষ্টিযুদ্ধ – ফেদারওয়েট	Pugilato ai Giochi della XXIX Olimpiade - Pesi piuma
১৯৫৬ গ্রীষ্মকালীন অলিম্পিকে ফিল্ড হকি	Hockey su prato ai Giochi della XVI Olimpiade
বামোরা	Bamora
বালি হোংগল	Bail Hongal
বানারহাট চা বাগান	Banarhat Tea Garden
বাঙ্গাওয়ান	Bangawan
বাঁকড়া	Bankra
বালদেওগড়	Baldeogarh
