Африк	Africa
Донатас Мотеюнас	Donatas Motiejūnas
Дэмчигдонров	Demchugdongrub
Сирым	Ssirûm
Буйр нуур	Bujr nuur
Пхеньяны тулалдаан	Battaglia di Pyongyang
Халх гол	Khalkha (fiume)
Кими ни Тодокэ	Arrivare a te
Муурын нүд	Occhi di gatto
Жэмо арал	Jemo
Донис Эскобер	Donis Escober
Иман Шамперт	Iman Shumpert
Реми Кабелла	Rémy Cabella
Ди Жей Огастин	D.J. Augustin
Яшилтын район	Jašaltinskij rajon
Харгазарын район	Černozemel'skij rajon
Хөтөчнарын район	Ketčenerovskij rajon
Ихбууралын район	Iki-Burul'skij rajon
Сарпын район	Sarpinskij rajon
Багадөрвөдийн район	Maloderbetovskij rajon
Целиний район	Celinnyj rajon (Calmucchia)
Юстын район	Justinskij rajon
Боян Богданович	Bojan Bogdanović
Дмитрий Малышко	Dmitrij Malyško
Эйвери Брэдли	Avery Bradley
Арвайхээр	Arvajhėėr
Крис Андерсен	Chris Andersen
Вацлав Кадлец	Václav Kadlec
Дэвид Уэст	David West
Панайотис Тахцидис	Panagiōtīs Tachtsidīs
Ондржей Моравец	Ondřej Moravec
Вьентьян аймаг	Provincia di Vientiane
Мартелл Уэбстер	Martell Webster
Ибраима Траоре	Ibrahima Traoré
Дилан Армстронг	Dylan Armstrong
Кэри Прайс	Carey Price
Үндэсний их баяр наадам	Naadam
Асхат Житкеев	Askhat Zhitkeyev
Юрис Шицс	Juris Šics
Ярослав Соукуп	Jaroslav Soukup
Жордан Верету	Jordan Veretout
Жеральд Грин	Gerald Green (cestista)
Монгол Улсын төрийн тэргүүн	Presidenti della Mongolia
Ли Гриффитс	Leigh Griffiths
Давид Кобеньо	David Cobeño
Катунь	Katun'
Жоффрей Кондогбья	Geoffrey Kondogbia
Луис Фернандо Суарес	Luis Suárez (calciatore 1959)
Роберт Хеффернан	Robert Heffernan
Rich Internet Application	Rich Internet application
Мөнгөлөг хэлтэг	Carassius gibelio
2010-11 оны Францын хөлбөмбөгийн лиг	Ligue 1 2010-2011
Орос улсын хөлбөмбөгийн шигшээ баг	Nazionale di calcio della Russia
Зовлон	Duḥkha
Майкл Уманья	Michael Umaña
Ах аймаг	Okinskij rajon
Математикийн мянганы шагналт бодлогууд	Problemi per il millennio
Найман	Naiman
Япон улс Олимпод	Giappone ai Giochi olimpici
Орос улс Олимпод	Russia ai Giochi olimpici
Филипп Канделоро	Philippe Candeloro
Gears of War 2	Gears of War 2
Буле	Boulé
1990 оны Азийн наадам	XI Giochi asiatici
Руслан Олихвер	Ruslan Olichver
Александр Эссвайн	Alexander Esswein
Ховд (хот)	Hovd
Сүүн өнгөт өрөвтас	Mycteria cinerea
Тэнгисийн цэргийн хүчин	Kaijō Jieitai
Мэттью Лоутон	Matthew Lowton
Дуг Макдермотт	Doug McDermott
Олимпийн хүндийг өргөлтийн тэмцээн	Sollevamento pesi ai Giochi olimpici
Киётакэ Хироши	Hiroshi Kiyotake
2011 оны жүдогийн дэлхийн аварга шалгаруулах тэмцээн	Campionati mondiali di judo 2011
Шинаногава	Shinano (fiume)
Туркийн сагсан бөмбөгийн үндэсний шигшээ баг	Nazionale di pallacanestro della Turchia
Инносент Эгбунике	Innocent Egbunike
Уолт Беллами	Walt Bellamy
Альфред Гилберт	Alfred Carlton Gilbert
Жанибег	Ganī Bek
Стив Бауэр	Steve Bauer
Кото-Оошү Кацүнори	Kotooshu
Гавриил Попов	Gavriil Popov
Эдди Жонс	Eddie Jones (cestista)
Ён Люнггрен	John Ljunggren
Даваанямын Бямбадорж	Harumafuji
Норман Рид	Norman Read
Тагүчи Нобүтака	Nobutaka Taguchi
Эгил Даниэлсен	Egil Danielsen
Огивара Кэнжи	Kenji Ogiwara
Сергей Тетюхин	Sergej Tetjuchin
Тодд Рожерс	Todd Rogers
Занабазар	Zanabazar
Тим Форсайт	Tim Forsyth
Хесус Мариа Лакрус	Jesús María Lacruz
Умберто Де Морпурго	Uberto De Morpurgo
Даллас Лонг	Dallas Long
Дон Брагг	Don Bragg
Марк Ледук	Mark Leduc
Бисмак Бийомбо	Bismack Biyombo
Хадны боршуу	Petronia petronia
Гэри Нил	Gary Neal
Рой Хибберт	Roy Hibbert
Кашгар тойрог	Prefettura di Kashgar
Калат ал-Бахрейн	Qal'at al-Bahrain
Хазор	Hazor
НҮБ-ын Хүүхдийн Сан	Fondo delle Nazioni Unite per l'infanzia
Карагандын Шахтёр	Şaxter Fwtbol Klwbı
Ухаа шумбуур	Aythya baeri
Бөөр шилжүүлэн суулгах	Trapianto renale
Өөрийгөө жолооддог машин	Autovettura autonoma
Мавретан хөлөг онгоц	RMS Mauretania
Мулан	Hua Mulan
Форвард гэрээ	Contratto a termine (finanza)
Цэнэгийн нягт	Densità di carica
Network attached storage	Network Attached Storage
Крис Коммонс	Kris Commons
Megami Paradise	Megami Paradise
Бухарын эмирт улс	Emirato di Bukhara
Миний зүүн хөл (кино)	Il mio piede sinistro
Дуслын усалгаа	Irrigazione a goccia
Чонон бороо	Wolf's Rain
Мормоны шашин	Mormonismo
Анкетын асуулга	Questionario
Хүзүүвчит ягаандай	Rhodostethia rosea
Африк хар бүргэд	Aquila verreauxii
Halo Wars	Halo Wars
Хангайн нуруу	Monti Khangai
1980-81 оны УЕФА-гийн цом	Coppa UEFA 1980-1981
Hibernate (Java)	Hibernate
Вилландра нуурын бүс	Laghi Willandra
Луангпхабанг аймаг	Provincia di Luang Prabang
Батдамбан	Battambang
Хэнтийн нуруу	Monti Hėntij
Олимпийн бөхийн тэмцээн	Lotta ai Giochi olimpici
Олимпийн усанд сэлэлтийн тэмцээн	Nuoto ai Giochi olimpici
Олимпийн триатлоны тэмцээн	Triathlon ai Giochi olimpici
Энэтхэг-Хятадын нэгдүгээр дайн	Guerra d'Indocina
Марокко улс Олимпод	Marocco ai Giochi olimpici
Малайз улс Олимпод	Malesia ai Giochi olimpici
Бөөн цагаан нуур	Bôôn Cagaan nuur
Дуншян ястан	Dongxiang
Олимпийн тэшүүрийн тэмцээн	Pattinaggio di velocità ai Giochi olimpici
Алдарт Дөрвөн Зохиол	Quattro grandi romanzi classici
2000 оны олимпийн барилдаан	Lotta ai Giochi della XXVII Olimpiade
2004 оны олимпийн бөх	Lotta ai Giochi della XXVIII Olimpiade
Хадны тагтаа	Columba rupestris
Ауаса	Auasa
Шугаман биш оптик	Ottica non lineare
Як-28	Yakovlev Yak-28
Хятадын хөлбөмбөгийн эмэгтэйчүүдийн үндэсний шигшээ баг	Nazionale di calcio femminile della Cina
Мавритий улс Олимпод	Mauritius ai Giochi olimpici
Just a Little More Love	Just a Little More Love
ИЛ-4	Ilyushin Il-4
Нигери улс Олимпод	Nigeria ai Giochi olimpici
Македон улс Олимпод	Repubblica di Macedonia ai Giochi olimpici
Олимпийн олс таталтын тэмцээн	Tiro alla fune ai Giochi olimpici
1996-97 оны УЕФА-гийн цом	Coppa UEFA 1996-1997
1992 оны олимпийн бөх	Lotta ai Giochi della XXV Olimpiade
1984-85 оны УЕФА-гийн цом	Coppa UEFA 1984-1985
Цагаан зээр	Procapra gutturosa
Роботууд	Robots
Крым	Repubblica autonoma di Crimea
Антигуа ба Барбуда улс Олимпод	Antigua e Barbuda ai Giochi olimpici
Панам улс Олимпод	Panamá ai Giochi olimpici
Канад улс Олимпод	Canada ai Giochi olimpici
Узбекистан улс Олимпод	Uzbekistan ai Giochi olimpici
Испани улс Олимпод	Spagna ai Giochi olimpici
Румын улс Олимпод	Romania ai Giochi olimpici
Семиплатинскийн цөмийн туршилтын талбай	Poligono nucleare di Semipalatinsk
Санаин хийд	Sanahin
Хакан Чалханоглу	Hakan Çalhanoğlu
Австрали тоодог	Ardeotis australis
Леонид Брежнев	Leonid Il'ič Brežnev
Заламбдалестес	Zalambdalestes lechei
Агаарын тээвэр	Aviazione
Лерой Сэмс	LeRoy Samse
Өзгөн	Uzgen
Люси Пиндер	Lucy Pinder
Евгений Гараничев	Evgenij Garaničev
Лут цөл	Dasht-e Lut
Итгэлийн Дашдорж	Lama Itigilov
Ясин Брахими	Yacine Brahimi
Гаяа хиймэл дагуул	Satellite Gaia
Орог нуур	Orog nuur
Монгол улс Барселоны олимпод	Mongolia ai Giochi della XXV Olimpiade
Монголын түүх	Storia della Mongolia
Бражелон бэйл: Арван жилийн дараа	Il visconte di Bragelonne
Томас Робинсон (сагсан бөмбөгчин)	Thomas Robinson
Өмнө Ази	Asia meridionale
Габриэла Соукалова	Gabriela Soukalová
2006 оны сагсан бөмбөгийн эмэгтэйчүүдийн дэлхийн аварга шалгаруулах тэмцээн	Campionato mondiale femminile di pallacanestro 2006
Нэнси Ажрам	Nancy Ajram
Америкийн хөвөн сүүлт	Sylvilagus floridanus
Ди Браун	Dee Brown (cestista 1968)
Алтан титэмт сарьсан багваахай	Acerodon jubatus
Алтай тойрог	Prefettura di Altay
Клейпеда	Klaipėda
Подунай аймаг	Distretto di Podunavlje
Гүйцээлтийн файл	File eseguibile
Орхигдсон ертөнц	Land of the Lost (film)
Нисдэг Голланд (Карибын тэнгисийн дээрэмчид)	Olandese Volante (Pirati dei Caraibi)
Остин Риверс	Austin Rivers
Сансрын нисэгчийн эхнэр	The Astronaut's Wife - La moglie dell'astronauta
Оливье Дешахт	Olivier Deschacht
Чөтгөр хатагтай	Devil Lady
Свинбүрнь Технологийн Их Сургууль	Swinburne University of Technology
Байгалшадар аймаг	Pribajkal'skij rajon
Баргажин аймаг	Barguzinskij rajon
Байонетта	Bayonetta
Авдат	Avdat
Аянлех Сулейман	Ayanleh Souleiman
Бергманы баавгай	Ursus arctos piscator
Бичүүр аймаг	Bičurskij rajon
Алессио Романьоли	Alessio Romagnoli
Сьерра-Леоны иргэний дайн	Guerra civile in Sierra Leone
БА-10	BA-10
1946-1947 оны БАА-гийн улирал	Basketball Association of America 1946-1947
1947-1948 оны НБА-гийн улирал	Basketball Association of America 1947-1948
Насер Шадли	Nacer Chadli
Лерой Фер	Leroy Fer
Алаг дунхай	Lanius schach
BMW i3	BMW i3
Санах ойн сегментчлэл	Segmentazione (memoria)
Рэй (кино)	Ray (film)
Крускалын алгоритм	Algoritmo di Kruskal
Багератын лалын сүм хот	Città-moschea di Bagerhat
Баянгол	Bajangol
Баянхонгор (хот)	Bajanhongor
Благоевград аймаг	Regione di Blagoevgrad
Бэллимена	Ballymena
Балагч	Balykčy
Бархөл шянь	Contea di Barkol
Баруун-Урт	Baruun-Urt
2014 оны сагсан бөмбөгийн ДАШТ	Campionato mondiale maschile di pallacanestro 2014
Батолит	Batolite
Баукау	Baucau
Баянгол - монгол өөртөө засах тойрог	Prefettura autonoma mongola di Bayin'gholin
Шинто	Shintoismo
Bee Train	Bee Train
SaaS	Software as a service
Варкрафт	Warcraft
Тооцон бодох шингэний динамик	Fluidodinamica computazionale
Бууань ястан	Bonan
Эгэл тосондой	Suillus luteus
Товшлуур хөлт 2	Happy Feet 2
Азийн өвлийн наадам	Giochi asiatici invernali
Жон Энтони Брүүкс	John Anthony Brooks
Жонни Баклэнд	Jonny Buckland
Вилл Чэмпион	Will Champion
Йонас Хофманн	Jonas Hofmann
Даланзадгад	Dalanzadgad
Улаангом	Ulaangom
Изү хойг	Penisola di Izu
Замбийн ерөнхийлөгч	Presidenti dello Zambia
Ум эр-Расас	Umm al-Rasas
Нэг шатлалт татвар	Flat tax
Километр	Chilometro
Карлтон цэцэрлэг	Carlton Gardens
Ева	Eva
Тасеева	Taseeva
Агаарын цэргийн хүчин	Kōkū Jieitai
Nokia N9	Nokia N9
Гисэньи	Gisenyi
Уйгур улс	Kaghanato uiguro
Оросын холбооны 9 хязгаар	Territori della Russia
Болив улс Олимпод	Bolivia ai Giochi olimpici
Гомдол	Querela
Охай	Ojai
Хорол хот	Korla
Тэнгэр шүтлэг	Tengrismo
Россын далайн хав	Ommatophoca rossii
1989 оны Копа Америка	Copa América 1989
1992–93 оны Премьер лиг	FA Premier League 1992-1993
Як-15	Yakovlev Yak-15
2010 оны волейболын эрэгтэйчүүдийн дэлхийн аварга шалгаруулах тэмцээн	Campionato mondiale di pallavolo maschile 2010
Хоккайдо чоно	Canis lupus hattai
Чингис хаан олон улсын нисэх буудал	Aeroporto di Ulan Bator-Gengis Khan
Импульс	Impulso (fisica)
Сирийн хүрэн баавгай	Ursus arctos syriacus
Зэрлэгшир нугас	Anas poecilorhyncha
Улс түмний найрамдлын их сургууль	Università russa dell'amicizia tra i popoli
Японы далайн арслан	Zalophus japonicus
2013 оны хөнгөн атлетикийн дэлхийн аварга шалгаруулах тэмцээн	Campionati del mondo di atletica leggera 2013
Зүрхний шивнээ	I sospiri del mio cuore
Халх	Khalkha
Сангиран	Sangiran
Фронт (дайн)	Fronte (guerra)
Красс	Crass
Гэгээн Таддеусын хийд	Monastero di San Taddeo
Барде хот	Bərdə
Дэлхийн их хотууд	Città del mondo per popolazione
Ворскла	Vorskla
Мексикийн гриззли баавгай	Ursus arctos nelsoni
Азийн Олимпийн Зөвлөл	Consiglio Olimpico d'Asia
Сонгуулийн аян	Campagna elettorale
Түркистан хот	Turkistan
Шанхайн үд дунд	Pallottole cinesi
Цахилгаан соронзон харилцан үйлчлэл	Interazione elettromagnetica
Бруны тогтмол	Costante di Brun
Як-25	Yakovlev Yak-25
Як-23	Yakovlev Yak-23
2010-11 оны УЕФА Аваргуудын Лиг хэсгийн тоглолт	UEFA Champions League 2010-2011 (fase a gironi)
Pop Life (Дэвид Геттагийн цомог)	Pop Life (David Guetta)
