Afríka	Africa
Mac mini	Mac mini
London Aquatics Centre	London Aquatics Centre
Stopmotion	Passo uno
Lítill framherji	Ala piccola
Forsæti Ráðs Evrópusambandsins	Presidenza del Consiglio dell'Unione europea
Háttvísir broddborgarar	Il fascino discreto della borghesia
Northrop F-5	Northrop F-5
Rafleiðni	Conduttanza elettrica
Glastonbury-hátíðin	Glastonbury Festival
Sjóveiki	Chinetosi
Breiðþota	Aereo a fusoliera larga
Spegilfruma	Neuroni specchio
Danmörk í Söngvakeppni evrópskra sjónvarpsstöðva	Danimarca all'Eurovision Song Contest
Næturdýr	Animale notturno
Jean Giraud	Jean Giraud
Þjóðgarður Grænlands	Parco nazionale della Groenlandia nordorientale
Avaris	Avaris
Ríkisháskólinn í Ohio	Università statale dell'Ohio
Northwestern-háskóli	Northwestern University
Mercator-vörpun	Proiezione cilindrica centrografica modificata di Mercatore
Ryūtarō Hashimoto	Ryūtarō Hashimoto
Beyblade	Beyblade
Náttúrugripasafnið í London	Museo di storia naturale (Londra)
Will Wright	Will Wright (informatico)
Greg Grunberg	Greg Grunberg
Ed Gein	Ed Gein
Ritchie Valens	Ritchie Valens
Fernando Arrabal	Fernando Arrabal
Nicolas Malebranche	Nicolas Malebranche
Bruce Campbell	Bruce Campbell (attore)
Peyo	Peyo
Tyrone Power	Tyrone Power
C-moll	Do minore
Namco	Namco
Joseph Greenberg	Joseph Greenberg
Hans Christian Gram	Hans Christian Gram
Crispin Glover	Crispin Glover
Karl hertogi af Orléans	Carlo di Valois-Orléans
Kleanþes	Cleante
Eiríkur helgi	Erik IX di Svezia
Bill Bryson	Bill Bryson
Palmiro Togliatti	Palmiro Togliatti
Manuel Castells	Manuel Castells
Lýsías	Lisia
Pete Wentz	Peter Wentz
Curtis Mayfield	Curtis Mayfield
Ammoníos Sakkas	Ammonio Sacca
Martin Amis	Martin Amis
Alasdair MacIntyre	Alasdair MacIntyre
Harold Shipman	Harold Shipman
Denis Leary	Denis Leary
Jim Cummings	Jim Cummings
Will Sasso	Will Sasso
Antonio Negri	Toni Negri
Freddy Adu	Freddy Adu
Alan Alda	Alan Alda
Kristján Eldjárn	Kristján Eldjárn
Karl Knútsson Bonde	Carlo VIII di Svezia
Shunzhi	Shunzhi
George Robert Gray	George Robert Gray
Robert Wagner	Robert Wagner
Ivano Balić	Ivano Balić
Miguel Najdorf	Miguel Najdorf
Dennis Kucinich	Dennis Kucinich
Bakkylídes	Bacchilide
Tækniháskóli Darmstadt	Università tecnica di Darmstadt
John Jay	John Jay
MiRNA	MicroRNA
Jamblikkos	Giamblico
Peter Dinklage	Peter Dinklage
William Walton	William Turner Walton
Rasmus Kristján Rask	Rasmus Christian Rask
Magnús góði	Magnus I di Norvegia
Haraldur 2. Danakonungur	Aroldo II di Danimarca
Wallace Shawn	Wallace Shawn
Jeff Bennett	Jeff Bennett
Karl Rove	Karl Rove
Nostoc	Nostoc
Al-Bireh	Al-Bireh
Julio María Sanguinetti	Julio María Sanguinetti
William Rehnquist	William Rehnquist
Brasídas	Brasida
Gigi D'Agostino	Gigi D'Agostino
Penn Badgley	Penn Badgley
Chris Farley	Chris Farley
Jason Alexander	Jason Alexander
Charles Taylor	Charles Taylor (filosofo)
Peter Frederick Strawson	Peter Frederick Strawson
Lundar	Fratercula
Philippe de Vitry	Philippe de Vitry
Jason Priestley	Jason Priestley
Donald Davidson	Donald Davidson
Herbert Paul Grice	Paul Grice
Josh Peck	Josh Peck
Bill Richardson	Bill Richardson
Giuseppe Ungaretti	Giuseppe Ungaretti
William Petersen	William Petersen
Orlando Gibbons	Orlando Gibbons
Digimon Frontier	Digimon Frontier
Mike Epps	Mike Epps
Chris Diamantopoulos	Chris Diamantopoulos
Rob Paulsen	Rob Paulsen
Joel McHale	Joel McHale
Magnús berfættur	Magnus III di Norvegia
Aristarkos frá Samóþrake	Aristarco di Samotracia
Adam Baldwin	Adam Baldwin
Pöddusveppir	Cordyceps
Chinguetti	Chinguetti
Róbert 2. Skotakonungur	Roberto II di Scozia
Vilhjálmur ljón	Guglielmo I di Scozia
Ríkharður 2. af Normandí	Riccardo II di Normandia
Stanisław Wyspiański	Stanisław Wyspiański
Giorgio Moroder	Giorgio Moroder
Harold Holt	Harold Holt
Bob Woodward	Bob Woodward
Crème brûlée	Crème brûlée
David Lodge	David Lodge (scrittore)
Ludwig Scotty	Ludwig Scotty
Sigurður Jórsalafari	Sigurd I di Norvegia
Nick Hornby	Nick Hornby
Chris Isaak	Chris Isaak
Helíodóros frá Emesa	Eliodoro di Emesa
Brian Wilson	Brian Wilson
Hákon 6. Magnússon	Haakon VI di Norvegia
Vilhjálmur 1. af Normandí	Guglielmo I di Normandia
Aristófanes frá Býzantíon	Aristofane di Bisanzio
David McCallum	David McCallum
Jean Anthelme Brillat-Savarin	Anthelme Brillat-Savarin
Tommy Thayer	Tommy Thayer
Jonathan Togo	Jonathan Togo
Arthur Cecil Pigou	Arthur Cecil Pigou
Chris Hardwick	Chris Hardwick
John Banville	John Banville
Soulja Boy	Soulja Boy
Kyu Sakamoto	Kyū Sakamoto
Hákon háleggur	Haakon V di Norvegia
Peter Nalitch	Peter Nalitch
Moussa Traoré	Moussa Traoré
Peter Carey	Peter Carey
Demetríos frá Faleron	Demetrio Falereo
Romelu Lukaku	Romelu Lukaku
Algirdas Julien Greimas	Algirdas Julien Greimas
Jason Lezak	Jason Lezak
Gilbert Ryle	Gilbert Ryle
Jonah Hill	Jonah Hill
Lon Nol	Lon Nol
Ian Smith	Ian Smith
Vladimir Propp	Vladimir Jakovlevič Propp
Manute Bol	Manute Bol
Quintus Fabius Pictor	Quinto Fabio Pittore
Matthew Gray Gubler	Matthew Gray Gubler
Chris Vance	Chris Vance
Absalon erkibiskup	Absalon
Vanilla Ice	Vanilla Ice
Ivanoe Bonomi	Ivanoe Bonomi
Ólafur 4. Hákonarson	Olaf IV di Norvegia
Nouriel Roubini	Nouriel Roubini
Thomas Vinterberg	Thomas Vinterberg
Eiríkur Magnússon prestahatari	Eirik II di Norvegia
Egill Skalla-Grímsson	Egill Skallagrímsson
Magnús Eiríksson smek	Magnus IV di Svezia
Harry Reid	Harry Reid
Harold Lasswell	Harold Lasswell
Tokugawa Hidetada	Tokugawa Hidetada
Ænesidemos	Enesidemo
Erving Goffman	Erving Goffman
José Luís Peixoto	José Luís Peixoto
Hákon Aðalsteinsfóstri	Haakon I di Norvegia
Tokugawa Iemitsu	Tokugawa Iemitsu
Edward Burns	Edward Burns
Leonardo Bruni	Leonardo Bruni
Gormur gamli	Gorm il Vecchio
Ragnar loðbrók	Ragnarr Loðbrók
Geoffrey 2. hertogi af Bretagne	Goffredo II di Bretagna
Ferdinand 2. stórhertogi	Ferdinando II de' Medici
Eysteinn Magnússon (konungur)	Øystein I di Norvegia
Marcus Pacuvius	Marco Pacuvio
Misha Collins	Misha Collins
Hal Holbrook	Hal Holbrook
Philippe de Champaigne	Philippe de Champaigne
Donald Faison	Donald Faison
Jean Picard	Jean Picard
Pieter de Hooch	Pieter de Hooch
John Waters	John Waters (regista 1946)
Homo unius libri	Timeo hominem unius libri
Michael Richards	Michael Richards
Longos	Longo Sofista
Karl Sörkvisson	Carlo VII di Svezia
Arnolfo di Cambio	Arnolfo di Cambio
Giancarlo Giannini	Giancarlo Giannini
Dong Fangzhuo	Dong Fangzhuo
Kelsos	Celso (filosofo)
Frank Plumpton Ramsey	Frank Plumpton Ramsey
Alex Turner	Alex Turner
Jón Þór Birgisson	Jón Þór Birgisson
Jólasveinn	Babbo Natale
Lars Lagerbäck	Lars Lagerbäck
The Streets	The Streets
John C. McGinley	John C. McGinley
Ryan Dunn	Ryan Dunn
Hákon gamli	Haakon IV di Norvegia
Ólafur kyrri	Olaf Kyrre
Georg Brandes	Georg Brandes
Alan Hollinghurst	Alan Hollinghurst
Týrtajos	Tirteo
Velleius Paterculus	Velleio Patercolo
Silius Italicus	Silio Italico
Mímnermos	Mimnermo
Solomon Asch	Solomon Asch
Joe Sakic	Joe Sakic
Ciriaco De Mita	Ciriaco De Mita
Scott Grimes	Scott Grimes
Mariano Rumor	Mariano Rumor
Eça de Queirós	José Maria Eça de Queirós
Thomas Reid	Thomas Reid
Straton	Stratone di Lampsaco
Francis Hutcheson	Francis Hutcheson
Willem Schouten	Willem Schouten
Hákon herðabreiður	Haakon II di Norvegia
Ultravox	Ultravox
Amon Tobin	Amon Tobin
Dan Mintz	Dan Mintz
Retorísk spurning	Domanda retorica
Jay Baruchel	Jay Baruchel
Olivier Weber	Olivier Weber
Lennart Torstenson	Lennart Torstenson
Olíukreppan 1973	Crisi energetica (1973)
Birgir jarl	Birger Magnusson
Jerry Stiller	Jerry Stiller
André Clot	André Clot
José de Anchieta	José de Anchieta
Alexander frá Afrodísías	Alessandro d'Afrodisia
Andleg heilsa	Salute mentale
Joseph Serchuk	Joseph Serchuk
Simon Vouet	Simon Vouet
Craven Cottage	Craven Cottage
Nelson Goodman	Nelson Goodman
Okraglak-sporkringluhúsið í Pila	Deposito locomotive di Piła
Codex Alexandrinus	Codex Alexandrinus
Anthony Trollope	Anthony Trollope
Ian Rankin	Ian Rankin
Phil Ivey	Phil Ivey
Eiríkur góði	Eric I di Danimarca
Thomas Rowlandson	Thomas Rowlandson
Keðjuverkun (hjólreiðar)	Massa critica (evento)
Atlantis: Týnda Borgin	Atlantis - L'impero perduto
Þjóðardeildin (NFL)	National Football Conference
Yigal Amir	Yigal Amir
Khalid Sheikh Mohammed	Khalid Shaykh Muhammad
Rush Limbaugh	Rush Limbaugh
Háskólinn í Melbourne	Università di Melbourne
Al Franken	Al Franken
Christopher Dodd	Chris Dodd
Óskarsverðlaunin 2006	Premi Oscar 2006
Jerry Fodor	Jerry Fodor
Mátreikningur	Aritmetica modulare
Trilljón	Trilione
Farþegi	Passeggero
Staðfang	Indirizzo
Christian Michelsen	Christian Michelsen
Stein Rokkan	Stein Rokkan
Sanya	Sanya
Einkeypi	Monopsonio
Siedlce	Siedlce
Joey	Joey (serie televisiva)
Liberty Island	Liberty Island
Antíokkos frá Askalon	Antioco di Ascalona
Souphanouvong	Souphanouvong
Eugene Mirman	Eugene Mirman
Mizunoo annar	Go-Mizunoo
Cody Cameron	Cody Cameron
Lokað mengi	Insieme chiuso
Sutton (borgarhluti)	Borgo londinese di Sutton
Mat á umhverfisáhrifum	Valutazione di impatto ambientale
Límband	Nastro adesivo
Alkestis	Alcesti (mitologia)
Kokhlust	Tromba di Eustachio
Krátrokk	Krautrock
David Gray	David Gray (cantautore)
Sidney Sonnino	Sidney Sonnino
Martin Seligman	Martin E. P. Seligman
Christian Jürgensen Thomsen	Christian Jürgensen Thomsen
Nestor sagnaritari	Nestor di Pečerska
Shemar Moore	Shemar Moore
Thomas Gibson	Thomas Gibson
Jean-Marc Bosman	Jean-Marc Bosman
Þrasýmakkos	Trasimaco
Robert Blake	Robert Blake (ammiraglio)
Giuseppe Pella	Giuseppe Pella
Gábor Talmácsi	Gábor Talmácsi
Robert Wisdom	Robert Wisdom
Knútur Eiríksson	Canuto I di Svezia
Lucas van Leyden	Luca da Leida
Alexandros Papadiamantis	Alexandros Papadiamantis
Jóhann Sörkvisson	Giovanni I di Svezia
Viðurlag	Apposizione
Katyn	Katyn'
Samsemdarvörpun	Funzione identità
Holstentor	Holstentor
Herbert Fandel	Herbert Fandel
Lögmál Greens	Teorema di Green
Walhalla	Walhalla (tempio)
Richard Serra	Richard Serra
Otto Sverdrup	Otto Sverdrup
Set Fire to the Rain	Set Fire to the Rain
Jón Sigurðsson (forseti)	Jón Sigurðsson
Ittoqqortoormiit	Ittoqqortoormiit
Main Tower	Main Tower
Abiskó	Abisko
Cecilienhof-kastalinn	Schloss Cecilienhof
Einstein-turninn (Potsdam)	Torre Einstein
Travemünde	Travemünde
Effendi	Effendi
Hærusauður	Ammotragus lervia
Brúðönd	Aix sponsa
Witt-safnið	Museo Witt
Martröð á jólanótt	Nightmare Before Christmas
Heavisidefall	Funzione gradino di Heaviside
Vígbúnaðarkapphlaup	Corsa agli armamenti
Kraeiðið	Istmo di Kra
Ribe	Ribe
Paimpol	Paimpol
Fingurbjörg	Ditale
Regla Cramers	Regola di Cramer
Sarong	Sarong
Alþjóðastofnun Moskvuháskóla	MGIMO
Stóriburkni	Dryopteris filix-mas
Spanskreyr	Rattan
Efnahagur Bretlands	Economia del Regno Unito
Skírt smjör	Ghi
Gravelines	Gravelines
Tokugawa Ietsuna	Tokugawa Ietsuna
Leókares	Leocare
Valdís	Valdís
Ásdís	Ásdís
Áslaug	Aslaug
Félagshyggja (stjórnmálaheimspeki)	Comunitarismo
Vigdís	Vigdís
Eldey	Eldey
Hjördís	Hjördís
Beretta	Fabbrica d'Armi Pietro Beretta
Lundey (Bristolflóa)	Lundy
Leppríki	Stato satellite
Covellít	Covellite
Upprunamerking	Indicazione geografica
Maria	Maria (nome)
Art Spiegelman	Art Spiegelman
Spevsippos	Speusippo
True Grit	Il Grinta (film 2010)
Bringusund	Rana (nuoto)
Thomas Jefferson-minnisvarðinn	Jefferson Memorial
Mýsli	Micelio
Mark Pellegrino	Mark Pellegrino
Togari	Peschereccio
Kwidzyn	Kwidzyn
TBE	Encefalite trasmessa da zecche
Bastilludagurinn	Festa nazionale francese
Sagan af Tuma litla	Le avventure di Tom Sawyer
Heilahristingur	Commozione cerebrale
Rússnesk vörn	Difesa russa
Skilyrtar líkur	Probabilità condizionata
Kastalinn í Heidelberg	Castello di Heidelberg
Rafrænn úrgangur	Rifiuti di apparecchiature elettriche ed elettroniche
Samræðisaldur	Età del consenso
Boðhlaup	Staffetta
Þjóðstjórn	Unità nazionale
Forseti Ísraels	Capi di Stato di Israele
Karakúlfé	Karakul (pecora)
Kastalavirkið Marienberg	Fortezza Marienberg
Líkamsvitund	Vie somatosensoriali
Visa	Visa International Service Association
Íslensk sveitarfélög eftir mannfjölda	Centri abitati dell'Islanda
Glenn W. Most	Glenn Warren Most
Definitely Maybe	Definitely Maybe
Tvinnslétta	Piano complesso
Thunderbolt (tengi)	Thunderbolt (interfaccia)
Aseton-peroxíð	Perossido di acetone
Svarti ketillinn	Taron e la pentola magica
Groupe Danone	Danone
Martröð á Álmstræti	Nightmare - Dal profondo della notte
Vantrauststillaga	Mozione di sfiducia
Michael Jeter	Michael Jeter
Eysteinn Erlendsson	Agostino Erlendsson
Craig T. Nelson	Craig T. Nelson
Eysteinn Haraldsson (konungur)	Øystein II di Norvegia
Lúxemborgarhöll	Palazzo del Lussemburgo
Bandamenn (seinni heimsstyrjöldin)	Alleati della seconda guerra mondiale
Kvittun	Quietanza
Sjúkraflutningamaður	Paramedico
Sjálfvakinn bruni	Combustione umana spontanea
Enska samveldið	Commonwealth of England
Krakk	Crack (stupefacente)
Kyntákn	Sex symbol
Bandarísk stjórnmál	Sistema politico degli Stati Uniti d'America
Um himininn	De caelo
Dóra landkönnuður	Dora l'esploratrice
Sebrafinka	Taeniopygia guttata
Um reiðmennsku (Xenofon)	Sull'equitazione
Straumönd	Histrionicus histrionicus
Kris	Kriss
Fiskimaður	Pescatore
Þakning	Ricoprimento
Samningur Sameinuðu þjóðanna um aðgerðir gegn eyðimerkurmyndun	Convenzione contro la desertificazione
Tékkland í Söngvakeppni evrópskra sjónvarpsstöðva	Repubblica Ceca all'Eurovision Song Contest
Lord's Cricket Ground	Lord's Cricket Ground
Samningur Alþjóðaviðskiptastofnunarinnar um hugverkarétt í viðskiptum	Accordo TRIPs
James Patrick Stuart	James Patrick Stuart
Brad Garrett	Brad Garrett
Larry the Cable Guy	Larry the Cable Guy
Sigla	Albero (vela)
Sverrir Sigurðsson (konungur)	Sverre I di Norvegia
Luke Benward	Luke Benward
Kaj Leo Holm Johannesen	Kaj Leo Johannesen
William Heinesen	William Heinesen
Telómerasi	Telomerasi
Nikolai Frederik Severin Grundtvig	Nicolai Frederik Severin Grundtvig
Jóannes Eidesgaard	Jóannes Eidesgaard
Einhliða einangrun Japan	Sakoku
Traveling Wilburys	Traveling Wilburys
Berghveljur	Graptolithina
Efnatillífun	Chemiosintesi batterica
Harrods	Harrods
Rembihnútur	Nodo semplice
Belgía í Söngvakeppni evrópskra sjónvarpsstöðva	Belgio all'Eurovision Song Contest
Ronald Wayne	Ronald Wayne
Francesco Crispi	Francesco Crispi
Marty Feldman	Marty Feldman
Nægtahorn	Cornucopia
Viber	Viber
Giovanni Spadolini	Giovanni Spadolini
Forseti Ítalíu	Presidente della Repubblica Italiana
Syrah	Syrah
Malarás	Esker
Aulus Persius Flaccus	Aulo Persio Flacco
Hornalínufylki	Matrice diagonale
Útdráttur	Abstract
Spútnikáfallið	Crisi dello Sputnik
Ríkharður 1. af Normandí	Riccardo I di Normandia
Jean Bart	Jean Bart
Petrus Plancius	Petrus Plancius
Desmond Dekker	Desmond Dekker
Alain Touraine	Alain Touraine
Wallace Carothers	Wallace Hume Carothers
Bláhegri	Ardea herodias
António Lobo Antunes	António Lobo Antunes
Will Durant	Will Durant
Leynilöggumúsin Basil	Basil l'investigatopo
Christian Krohg	Christian Krohg
Sértækir serótónín endurupptökuhemlar	SSRI
Bor	Borr
Magnús lagabætir	Magnus VI di Norvegia
Astýanax	Astianatte
PepsiCo	PepsiCo
IMEI	International Mobile Equipment Identity
Svartbók kommúnismans	Il libro nero del comunismo
Abu Daoud	Mohammed Daoud Oudeh
Tungumál í útrýmingarhættu	Lingua in pericolo
Pointe-à-Pitre	Pointe-à-Pitre
Þingeyjarsveit	Þingeyjarsveit
Orrustan við Filippí	Battaglia di Filippi
Joe Sacco	Joe Sacco
Sultan Kösen	Sultan Kösen
Þingvallavatn	Þingvallavatn
Þjórsárdalur	Þjórsárdalur
Jack Dorsey	Jack Dorsey
Antífon	Antifonte di Ramnunte
Jón Jósep Snæbjörnsson	Jón Jósep Snæbjörnsson
Jeffrey Donovan	Jeffrey Donovan
Þorlákur helgi Þórhallsson	Torlaco
Þorramatur	Þorramatur
Þorsteinn Pálsson	Þorsteinn Pálsson
Abubaker Kaki Khamis	Abubaker Kaki
Þrándarjökull	Þrándarjökull
Knattspyrnufélagið Þróttur	Knattspyrnufélagið Þróttur
Slow Food	Slow Food
Þórisjökull	Þórisjökull
Þórisvatn	Þórisvatn
Eric Kripke	Eric Kripke
Búri	Búri
E3	Electronic Entertainment Expo
EVE Online	EVE Online
Skemmtiþáttur	Varietà (spettacolo)
The Observer	The Observer
Orþros	Ortro
Hammer DeRoburt	Hammer DeRoburt
Luis Alberto Lacalle	Luis Alberto Lacalle
Giovanni Goria	Giovanni Goria
Ofskynjunarsveppir	Fungo allucinogeno
Jacobson-líffærið	Organo vomeronasale
Mímir	Mímir
D.B.C. Pierre	DBC Pierre
Thomas Simpson	Thomas Simpson
Hey	Fieno
Jórvíkurhertogi	Duca di York
Nivea	Nivea
Krosskönguló	Araneus diadematus
Steam (hugbúnaður)	Steam (informatica)
Rauðeygði trjáfroskurinn	Agalychnis callidryas
Gavin DeGraw	Gavin DeGraw
Blýsýrurafgeymir	Batteria piombo-acido
Listi yfir CSI: Miami (2. þáttaröð)	Episodi di CSI: Miami (seconda stagione)
Grýtubakkahreppur	Grýtubakki
Núllfylki	Matrice nulla
Evruseðill	Banconote in euro
Síðkrítartímabilið	Cretacico superiore
Rodney King	Rodney King
Accademia della Crusca	Accademia della Crusca
Eimsnælda	Eolipila
Chazz Palminteri	Chazz Palminteri
Vínýlklóríð	Cloruro di vinile
Lögmál Gauss	Teorema della divergenza
Rotnun	Decomposizione (biologia)
Pund (gjaldmiðill)	Lira (moneta)
Lína Langsokkur í Suðurhöfum	Pippi Calzelunghe e i pirati di Taka-tuka
Danalög	Danelaw
Hippi	Hippy
Vaggeryd	Vaggeryd
Riddarasögur	Saghe cavalleresche
Afturstag	Paterazzo
Francis Bacon	Francis Bacon
Gjörhygli	Mindfulness
Von	VON
Da Vinci lykillinn	Il codice da Vinci (disambigua)
Þistill	Cirsium arvense
Fairfax County, Virginia	Contea di Fairfax
Bernarsáttmálinn	Convenzione di Berna
Acorn Computers	Acorn Computers
Hektor (aðgreining)	Hektor
Michael Dummett	Michael Dummett
Jeffrey Dean Morgan	Jeffrey Dean Morgan
John Evelyn	John Evelyn
Hákon Sverrisson	Haakon III di Norvegia
Magnús Haraldsson (konungur)	Magnus II di Norvegia
Magnús blindi	Magnus IV di Norvegia
Patrick Warburton	Patrick Warburton
John Hinckley yngri	John Hinckley Jr.
Díonýsíos Þrax	Dionisio Trace
ASP	Active Server Pages
İstiklâl Marşı	İstiklâl Marşı
Rob Morrow	Rob Morrow
Safi	Safi
Pleasantville	Pleasantville (disambigua)
Fuglarnir	The Birds
SAG	SAG
Bernard Williams	Bernard Williams (filosofo)
Stríðið í Afganistan	Guerra in Afghanistan
Áhöfn	Equipaggio
Freyr	Frey
Ada	Ada
Elis	Elis
Sæby	Sæby
Gústaf Adólf erfðaprins	Gustavo Adolfo di Svezia (1906-1947)
Jersey (aðgreining)	Jersey
Claude Perrault	Claude Perrault
Magnús sterki	Magnus I di Gothenland
Helena	Helena
Hópfjármögnun	Crowdfunding
OCD	OCD
Rán	RAN
Togveiðar	Pesca a strascico
Adam Ant	Adam Ant
Gary Neville	Gary Neville
Íste	Tè freddo
Yōzei annar	Go-Yōzei
Adam Garcia	Adam Garcia
Immanuel Velikovsky	Immanuil Velikovskij
Eldfjöll Íslands	Vulcani dell'Islanda
Georg Henrik von Wright	Georg Henrik von Wright
Kristófer 2.	Cristoforo II di Danimarca
Frederick Cook	Frederick Cook
Alan Dale	Alan Dale
Olof Rudbeck	Olaus Rudbeck
Eiríkur hinn smámælti og halti	Erik XI di Svezia
Dennis Haysbert	Dennis Haysbert
Magnús Erlingsson (konungur)	Magnus V di Norvegia
Magnús hlöðulás	Magnus III di Svezia
Eiríkur plógpeningur	Eric IV di Danimarca
Francis Herbert Bradley	Francis Herbert Bradley
Thomas Nagel	Thomas Nagel
Ívar beinlausi	Ívarr Ragnarsson
Eiríkur Magnússon Svíakonungur	Erik XII di Svezia
Ólafur Magnússon (konungur)	Olav Magnusson di Norvegia
Tom De Mul	Tom De Mul
Sigurður munnur	Sigurd II di Norvegia
Eddie Cahill	Eddie Cahill
Kratínos	Cratino
Filipe Luís	Filipe Luís Kasmirski
Adam Rodríguez	Adam Rodríguez
Sjómennska	Nautica
Simplikkíos	Simplicio (filosofo)
Snefilefni	Oligoelementi
Example	Example
Bradley Whitford	Bradley Whitford
Melges 24	Melges 24
Mike Gravel	Mike Gravel
Gioachino Greco	Gioachino Greco
John Spencer	John Spencer
RDS	RDS
Riverton	Riverton
Hella	Hella
Lorentz	Lorentz
Urbana	Urbana (disambigua)
Jóhann Hollandsprins	Friso di Orange-Nassau
Gunnbjörn Úlfsson	Gunnbjörn Ulfsson
Adeimantos	Adimanto (fratello di Platone)
Nótt	Nott
Tom Arnold	Tom Arnold
Antoine Arnauld	Antoine Arnauld
Bakteríuþyrping	Colonia (zoologia)
Bouasone Bouphavanh	Bouasone Bouphavanh
Gary Dourdan	Gary Dourdan
Jamie Kennedy	Jamie Kennedy
Bernardo Pasquini	Bernardo Pasquini
Ari fróði Þorgilsson	Ari Þorgilsson
Eddie Cibrian	Eddie Cibrian
Díll	Pixel
Alvin Plantinga	Alvin Plantinga
Richard Schiff	Richard Schiff
Gabriel Metsu	Gabriel Metsu
Bjarni Herjólfsson	Bjarni Herjólfsson
Carmine Giovinazzo	Carmine Giovinazzo
Bruno Latour	Bruno Latour
Edgar Savisaar	Edgar Savisaar
Henry George	Henry George
Carlo Ginzburg	Carlo Ginzburg
Konstantínus Hollandsprins	Costantino dei Paesi Bassi
Safi Persakonungur	Safi (Scià)
Mitch McConnell	Mitch McConnell
David Krumholtz	David Krumholtz
Ben E. King	Ben E. King
Loren Bouchard	Loren Bouchard
Phil LaMarr	Phil LaMarr
Koji Kondo	Kōji Kondō
Frank Klepacki	Frank Klepacki
Valdimar Birgisson	Valdemaro I di Svezia
Drew Carey	Drew Carey
Sörkvir eldri	Sverker I di Svezia
Frank Ocean	Frank Ocean
Flatur skattur	Proporzionalità (imposta)
Thor Vilhjálmsson	Thor Vilhjálmsson
Giraldus Cambrensis	Giraldus Cambrensis
Umframbyrði	Perdita secca
Steingrímur Hermannsson	Steingrímur Hermannsson
Jaleel White	Jaleel White
Paul Bowles	Paul Bowles
Vilhelm Marstrand	Wilhelm Marstrand
Rúm	RUM
Eiríkur klipping	Eric V di Danimarca
Piet Hein	Piet Hein
Knútur 6.	Canuto VI di Danimarca
Eiríkur menved	Eric VI di Danimarca
