Áfríkà	Africa
8852 Buxus	8852 Buxus
DTS (sound system)	Digital Theater System
9017 Babadzhanyan	9017 Babadzhanyan
4845 Tsubetsu	4845 Tsubetsu
12127 Mamiya	12127 Mamiya
9158 Platè	9158 Platè
8442 Ostralegus	8442 Ostralegus
9674 Slovenija	9674 Slovenija
1999 Hirayama	1999 Hirayama
Àmì ọ̀pá àṣẹ ilẹ̀ Nagorno-Karabakh	Stemma del Nagorno Karabakh
8580 Pinsky	8580 Pinsky
2233 Kuznetsov	2233 Kuznetsov
20555 Jennings	20555 Jennings
Guido Vildoso	Guido Vildoso Calderón
9256 Tsukamoto	9256 Tsukamoto
Mariano Melgarejo	Mariano Melgarejo
Justiniano Borgoño	Justiniano Borgoño
STS-7	STS-7
José Manuel Pando	José Manuel Pando
José Ballivián	José Ballivián
17224 Randoross	17224 Randoross
9421 Violilla	9421 Violilla
7285 Seggewiss	7285 Seggewiss
2134 Dennispalm	2134 Dennispalm
3363 Bowen	3363 Bowen
Alexandros Papanastasiou	Alexandros Papanastasiou
7195 Danboice	7195 Danboice
7087 Lewotsky	7087 Lewotsky
Àsìá ilẹ̀ Dagestan	Bandiera del Daghestan
8557 Šaroun	8557 Šaroun
5855 Yukitsuna	5855 Yukitsuna
9478 Caldeyro	9478 Caldeyro
4944 Kozlovskij	4944 Kozlovskij
3503 Brandt	3503 Brandt
8121 Altdorfer	8121 Altdorfer
20566 Laurielee	20566 Laurielee
12540 Picander	12540 Picander
3053 Dresden	3053 Dresden
3717 Thorenia	3717 Thorenia
2623 Zech	2623 Zech
8697 Olofsson	8697 Olofsson
1155 Aënna	1155 Aënna
Iringa	Iringa
22958 Rohatgi	22958 Rohatgi
ISO 3166-2:BG	ISO 3166-2:BG
ISO 3166-2:AT	ISO 3166-2:AT
8985 Tula	8985 Tula
2549 Baker	2549 Baker
3422 Reid	3422 Reid
5761 Andreivanov	5761 Andreivanov
5219 Zemka	5219 Zemka
7978 Niknesterov	7978 Niknesterov
3320 Namba	3320 Namba
12071 Davykim	12071 Davykim
5681 Bakulev	5681 Bakulev
9567 Surgut	9567 Surgut
Remigio Morales Bermúdez	Remigio Morales Bermúdez
5967 Edithlevy	5967 Edithlevy
21610 Rosengard	21610 Rosengard
(9947) 1990 QB	9947 Takaishuji
7439 Tetsufuse	7439 Tetsufuse
5273 Peilisheng	5273 Peilisheng
8609 Shuvalov	8609 Shuvalov
8588 Avosetta	8588 Avosetta
7860 Zahnle	7860 Zahnle
RealVideo	RealVideo
Shilling Sòmálílàndì	Scellino del Somaliland
17220 Johnpenna	17220 Johnpenna
Louis 13k ilẹ̀ Fránsì	Luigi XIII di Francia
20817 Liuxiaofeng	20817 Liuxiaofeng
2447 Kronstadt	2447 Kronstadt
10375 Michiokuga	10375 Michiokuga
27130 Dipaola	27130 Dipaola
4914 Pardina	4914 Pardina
8500 Hori	8500 Hori
ISO/IEC 7816	ISO/IEC 7816
5220 Vika	5220 Vika
Daniel Salamanca Urey	Daniel Salamanca
5297 Schinkel	5297 Schinkel
5453 Zakharchenya	5453 Zakharchenya
2007 McCuskey	2007 McCuskey
Dumarsais Estimé	Dumarsais Estimé
12513 Niven	12513 Niven
3143 Genecampbell	3143 Genecampbell
Kitsos Tzavelas	Kitsos Tzavelas
2188 Orlenok	2188 Orlenok
6020 Miyamoto	6020 Miyamoto
Bernardino Caballero	Bernardino Caballero
3170 Dzhanibekov	3170 Dzhanibekov
2498 Tsesevich	2498 Tsesevich
2847 Parvati	2847 Parvati
19815 Marshasega	19815 Marshasega
3234 Hergiani	3234 Hergiani
Giuseppe Saracco	Giuseppe Saracco
8133 Takanochoei	8133 Takanochoei
3365 Recogne	3365 Recogne
152559 Bodelschwingh	152559 Bodelschwingh
2882 Tedesco	2882 Tedesco
16147 Jeanli	16147 Jeanli
7313 Pisano	7313 Pisano
8982 Oreshek	8982 Oreshek
9844 Otani	9844 Otani
7493 Hirzo	7493 Hirzo
8598 Tetrix	8598 Tetrix
20304 Wolfson	20304 Wolfson
Ìpínlẹ̀ Cross River	Cross River
4672 Takuboku	4672 Takuboku
7794 Sanvito	7794 Sanvito
5442 Drossart	5442 Drossart
2031 BAM	2031 BAM
7639 Offutt	7639 Offutt
5508 Gomyou	5508 Gomyou
18104 Mahalingam	18104 Mahalingam
2574 Ladoga	2574 Ladoga
5636 Jacobson	5636 Jacobson
8298 Loubna	8298 Loubna
2163 Korczak	2163 Korczak
UNICEF	Fondo delle Nazioni Unite per l'infanzia
ISO 3166-2:AF	ISO 3166-2:AF
16220 Mikewagner	16220 Mikewagner
3647 Dermott	3647 Dermott
3111 Misuzu	3111 Misuzu
Randy Schekman	Randy Schekman
7170 Livesey	7170 Livesey
2420 Čiurlionis	2420 Čiurlionis
9700 Paech	9700 Paech
5812 Jayewinkler	5812 Jayewinkler
7923 Chyba	7923 Chyba
9739 Powell	9739 Powell
8531 Mineosaito	8531 Mineosaito
13280 Christihaas	13280 Christihaas
3648 Raffinetti	3648 Raffinetti
8850 Bignonia	8850 Bignonia
7904 Morrow	7904 Morrow
7900 Portule	7900 Portule
7148 Reinholdbien	7148 Reinholdbien
5341 Purgathofer	5341 Purgathofer
9638 Fuchs	9638 Fuchs
8732 Champion	8732 Champion
5801 Vasarely	5801 Vasarely
J'accuse...!	J'accuse
Ìdíje Wimbledon 1980 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 1980 - Singolare femminile
5022 Roccapalumba	5022 Roccapalumba
15608 Owens	15608 Owens
12139 Tomcowling	12139 Tomcowling
Open Amẹ́ríkà 2012	US Open 2012
21616 Guhagilford	21616 Guhagilford
10013 Stenholm	10013 Stenholm
3827 Zdeněkhorský	3827 Zdeněkhorský
79418 Zhangjiajie	79418 Zhangjiajie
10684 Babkina	10684 Babkina
5955 Khromchenko	5955 Khromchenko
Ìdíje Wimbledon 2005 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 2005 - Singolare femminile
2294 Andronikov	2294 Andronikov
9239 van Riebeeck	9239 van Riebeeck
9246 Niemeyer	9246 Niemeyer
7194 Susanrose	7194 Susanrose
3923 Radzievskij	3923 Radzievskij
5824 Inagaki	5824 Inagaki
9300 Johannes	9300 Johannes
3520 Klopsteg	3520 Klopsteg
7269 Alprokhorov	7269 Alprokhorov
ISO 3166-2:IS	ISO 3166-2:IS
3870 Mayré	3870 Mayré
Jean-Joseph, Marquis Dessolles	Jean Joseph Dessolles
17139 Malyshev	17139 Malyshev
9770 Discovery	9770 Discovery
14267 Zook	14267 Zook
2917 Sawyer Hogg	2917 Sawyer Hogg
5263 Arrius	5263 Arrius
5207 Hearnshaw	5207 Hearnshaw
4897 Tomhamilton	4897 Tomhamilton
5092 Manara	5092 Manara
Rodrigo Borja Cevallos	Rodrigo Borja Cevallos
21719 Pasricha	21719 Pasricha
5091 Isakovskij	5091 Isakovskij
2011 Veteraniya	2011 Veteraniya
7342 Uchinoura	7342 Uchinoura
5478 Wartburg	5478 Wartburg
8223 Bradshaw	8223 Bradshaw
7803 Adachi	7803 Adachi
7324 Carret	7324 Carret
5815 Shinsengumi	5815 Shinsengumi
8978 Barbatus	8978 Barbatus
4760 Jia-xiang	4760 Jia-xiang
7710 Ishibashi	7710 Ishibashi
8132 Vitginzburg	8132 Vitginzburg
7694 Krasetín	7694 Krasetín
7308 Hattori	7308 Hattori
5081 Sanguin	5081 Sanguin
Feliciano Viera	Feliciano Viera
20285 Lubin	20285 Lubin
7899 Joya	7899 Joya
2625 Jack London	2625 Jack London
7316 Hajdu	7316 Hajdu
5046 Carletonmoore	5046 Carletonmoore
7682 Miura	7682 Miura
5179 Takeshima	5179 Takeshima
20455 Pennell	20455 Pennell
7162 Sidwell	7162 Sidwell
3774 Megumi	3774 Megumi
4930 Rephiltim	4930 Rephiltim
7886 Redman	7886 Redman
9565 Tikhonov	9565 Tikhonov
3393 Štúr	3393 Štúr
5910 Zátopek	5910 Zátopek
8435 Anser	8435 Anser
ISO 3166-2:PW	ISO 3166-2:PW
10322 Mayuminarita	10322 Mayuminarita
Salve a ti, Nicaragua	Salve a ti
9915 Potanin	9915 Potanin
8210 NANTEN	8210 NANTEN
5709 Tamyeunleung	5709 Tamyeunleung
8120 Kobe	8120 Kobe
100029 Varnhagen	100029 Varnhagen
9494 Donici	9494 Donici
3657 Ermolova	3657 Ermolova
5485 Kaula	5485 Kaula
2773 Brooks	2773 Brooks
2090 Mizuho	2090 Mizuho
Open Austrálíà 2002 − Àwọn Obìnrin Ẹnìkan	Australian Open 2002 - Singolare femminile
8220 Nanyou	8220 Nanyou
2075 Martinez	2075 Martinez
3186 Manuilova	3186 Manuilova
7429 Hoshikawa	7429 Hoshikawa
3773 Smithsonian	3773 Smithsonian
2929 Harris	2929 Harris
3558 Shishkin	3558 Shishkin
9629 Servet	9629 Servet
1982 Cline	1982 Cline
7126 Cureau	7126 Cureau
4478 Blanco	4478 Blanco
3686 Antoku	3686 Antoku
2603 Taylor	2603 Taylor
3989 Odin	3989 Odin
4639 Minox	4639 Minox
4553 Doncampbell	4553 Doncampbell
11824 Alpaidze	11824 Alpaidze
9963 Sandage	9963 Sandage
5290 Langevin	5290 Langevin
7253 Nara	7253 Nara
5671 Chanal	5671 Chanal
89903 Post	89903 Post
17211 Brianfisher	17211 Brianfisher
25625 Verdenet	25625 Verdenet
Ẹ̀ka:Open Amẹ́ríkà 2011	US Open 2011 - Singolare femminile
8862 Takayukiota	8862 Takayukiota
8045 Kamiyama	8045 Kamiyama
112797 Grantjudy	112797 Grantjudy
5700 Homerus	5700 Homerus
8221 La Condamine	8221 La Condamine
7684 Marioferrero	7684 Marioferrero
3450 Dommanget	3450 Dommanget
2419 Moldavia	2419 Moldavia
2446 Lunacharsky	2446 Lunacharsky
10006 Sessai	10006 Sessai
Agbègbè Kigoma	Regione di Kigoma
7830 Akihikotago	7830 Akihikotago
9886 Aoyagi	9886 Aoyagi
21815 Fanyang	21815 Fanyang
10181 Davidacomba	10181 Davidacomba
8960 Luscinioides	8960 Luscinioides
3135 Lauer	3135 Lauer
3904 Honda	3904 Honda
8533 Oohira	8533 Oohira
8274 Soejima	8274 Soejima
2787 Tovarishch	2787 Tovarishch
Ìpínlẹ̀ Kébbí	Kebbi
7270 Punkin	7270 Punkin
61195 Martinoli	61195 Martinoli
2657 Bashkiria	2657 Bashkiria
9325 Stonehenge	9325 Stonehenge
Diomidis Kyriakos	Diomidis Kiriakos
21399 Bateman	21399 Bateman
1993 Guacolda	1993 Guacolda
21478 Maggiedelano	21478 Maggiedelano
5439 Couturier	5439 Couturier
3681 Boyan	3681 Boyan
Al Green (olóṣèlú)	Al Green (politico)
8311 Zhangdaning	8311 Zhangdaning
14153 Dianecaplain	14153 Dianecaplain
8686 Akenside	8686 Akenside
3860 Plovdiv	3860 Plovdiv
7222 Alekperov	7222 Alekperov
Juan Francisco de Vidal	Juan Francisco de Vidal
10925 Ventoux	10925 Ventoux
5146 Moiwa	5146 Moiwa
9721 Doty	9721 Doty
STS-75	STS-75
21414 Blumenthal	21414 Blumenthal
3658 Feldman	3658 Feldman
7027 Toshihanda	7027 Toshihanda
7698 Schweitzer	7698 Schweitzer
2415 Ganesa	2415 Ganesa
(7023) 1992 KE	7023 Heiankyo
7897 Bohuška	7897 Bohuška
13346 Danielmiller	13346 Danielmiller
7113 Ostapbender	7113 Ostapbender
8713 Azusa	8713 Azusa
7833 Nilstamm	7833 Nilstamm
17857 Hsieh	17857 Hsieh
Ìtàn ilẹ̀ Guinea Alágedeméjì	Storia della Guinea Equatoriale
79129 Robkoldewey	79129 Robkoldewey
2130 Evdokiya	2130 Evdokiya
27709 Orenburg	27709 Orenburg
3816 Chugainov	3816 Chugainov
7028 Tachikawa	7028 Tachikawa
(7031) 1994 UU	7031 Kazumiyoshioka
Hail Grenada	Hail Grenada
Ààrẹ ilẹ̀ Urugúáì	Capi di Stato dell'Uruguay
Kandomblé	Candomblé
7039 Yamagata	7039 Yamagata
7040 Harwood	7040 Harwood
7041 Nantucket	7041 Nantucket
7042 Carver	7042 Carver
Ìdíje Wimbledon 2009 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 2009 - Singolare femminile
STS-26	STS-26
7046 Reshetnev	7046 Reshetnev
Àmì ọ̀pá àṣẹ ilẹ̀ Àngúíllà	Stemma di Anguilla
Àmì ọ̀pá àṣẹ ilẹ̀ Jersey	Stemma di Jersey
7049 Meibom	7049 Meibom
Orin Kalypso	Calypso (genere musicale)
STS-126	STS-126
STS-127	STS-127
1159 Granada	1159 Granada
ISO 9362	ISO 9362
Gemini 10	Gemini 10
STS-41-C	STS-41-C
Ìdíje Wimbledon 2012 − Àwọn Ọkùnrin Ẹnìkan	Torneo di Wimbledon 2012 - Singolare maschile
7064 Montesquieu	7064 Montesquieu
7067 Kiyose	7067 Kiyose
7068 Minowa	7068 Minowa
7072 Beijingdaxue	7072 Beijingdaxue
7073 Rudbelia	7073 Rudbelia
7074 Muckea	7074 Muckea
Atanasio Aguirre	Atanasio Cruz Aguirre
7078 Unojönsson	7078 Unojönsson
7081 Ludibunda	7081 Ludibunda
7086 Bopp	7086 Bopp
7095 Lamettrie	7095 Lamettrie
7097 Yatsuka	7097 Yatsuka
7098 Réaumur	7098 Réaumur
7100 Martin Luther	7100 Martin Luther
1955 McMath	1955 McMath
1983 Bok	1983 Bok
1989 Tatry	1989 Tatry
1971 Hagihara	1971 Hagihara
1988 Delores	1988 Delores
Himno Istmeño	Himno Istmeño
3354 McNair	3354 McNair
Ìtàn ilẹ̀ Tsad	Storia del Ciad
Athanasios Eftaxias	Athanasios Eftaxias
(7101) 1930 UX	7101 Haritina
7103 Wichmann	7103 Wichmann
STS-51-D	STS-51-D
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
1976 Kaverin	1976 Kaverin
1024 Hale	1024 Hale
1975 Pikelner	1975 Pikelner
1973 Colocolo	1973 Colocolo
1977 Shura	1977 Shura
1994 Shane	1994 Shane
1978 Patrice	1978 Patrice
7105 Yousyozan	7105 Yousyozan
7107 Peiser	7107 Peiser
7109 Heine	7109 Heine
7112 Ghislaine	7112 Ghislaine
7124 Glinos	7124 Glinos
7128 Misawa	7128 Misawa
7133 Kasahara	7133 Kasahara
7142 Spinoza	7142 Spinoza
Audio Interchange File Format	AIFF
STS-99	STS-99
13963 Euphrates	13963 Euphrates
9554 Dumont	9554 Dumont
5133 Phillipadams	5133 Phillipadams
15618 Lorifritz	15618 Lorifritz
7146 Konradin	7146 Konradin
3705 Hotellasilla	3705 Hotellasilla
2850 Mozhaiskij	2850 Mozhaiskij
8163 Ishizaki	8163 Ishizaki
3612 Peale	3612 Peale
35313 Hangtianyuan	35313 Hangtianyuan
9718 Gerbefremov	9718 Gerbefremov
Próspero Fernández Oreamuno	Próspero Fernández Oreamuno
2718 Handley	2718 Handley
7858 Bolotov	7858 Bolotov
8678 Bäl	8678 Bäl
François Ngeze	François Ngeze
3778 Regge	3778 Regge
3845 Neyachenko	3845 Neyachenko
3598 Saucier	3598 Saucier
2050 Francis	2050 Francis
21418 Bustos	21418 Bustos
5948 Longo	5948 Longo
8700 Gevaert	8700 Gevaert
9639 Scherer	9639 Scherer
4756 Asaramas	4756 Asaramas
2361 Gogol	2361 Gogol
3610 Decampos	3610 Decampos
4961 Timherder	4961 Timherder
2105 Gudy	2105 Gudy
12850 Axelmunthe	12850 Axelmunthe
8942 Takagi	8942 Takagi
2954 Delsemme	2954 Delsemme
3479 Malaparte	3479 Malaparte
4937 Lintott	4937 Lintott
13482 Igorfedorov	13482 Igorfedorov
2394 Nadeev	2394 Nadeev
9617 Grahamchapman	9617 Grahamchapman
10310 Delacroix	10310 Delacroix
15397 Ksoari	15397 Ksoari
2508 Alupka	2508 Alupka
5415 Lyanzuridi	5415 Lyanzuridi
5105 Westerhout	5105 Westerhout
8541 Schalkenmehren	8541 Schalkenmehren
25022 Hemalibatra	25022 Hemalibatra
7970 Lichtenberg	7970 Lichtenberg
5677 Aberdonia	5677 Aberdonia
9108 Toruyusa	9108 Toruyusa
8696 Kjeriksson	8696 Kjeriksson
9971 Ishihara	9971 Ishihara
5403 Takachiho	5403 Takachiho
Ìdíje Wimbledon 2010 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 2010 - Singolare femminile
ISO/IEC 646	ISO/IEC 646
8703 Nakanotadao	8703 Nakanotadao
9542 Eryan	9542 Eryan
9016 Henrymoore	9016 Henrymoore
STS-101	STS-101
(5434) 1989 ES	5434 Tomwhitney
5385 Kamenka	5385 Kamenka
5665 Begemann	5665 Begemann
7198 Montelupo	7198 Montelupo
5291 Yuuko	5291 Yuuko
7311 Hildehan	7311 Hildehan
5213 Takahashi	5213 Takahashi
22579 Marcyeager	22579 Marcyeager
10957 Alps	10957 Alps
11072 Hiraoka	11072 Hiraoka
12091 Jesmalmquist	12091 Jesmalmquist
8431 Haseda	8431 Haseda
5899 Jedicke	5899 Jedicke
8056 Tieck	8056 Tieck
40206 Lhenice	40206 Lhenice
8158 Herder	8158 Herder
7851 Azumino	7851 Azumino
5734 Noguchi	5734 Noguchi
3227 Hasegawa	3227 Hasegawa
8984 Derevyanko	8984 Derevyanko
8277 Machu-Picchu	8277 Machu Picchu
2964 Jaschek	2964 Jaschek
4839 Daisetsuzan	4839 Daisetsuzan
19140 Jansmit	19140 Jansmit
8147 Colemanhawkins	8147 Colemanhawkins
3514 Hooke	3514 Hooke
3814 Hoshi-no-mura	3814 Hoshi-no-mura
21674 Renaldowebb	21674 Renaldowebb
2531 Cambridge	2531 Cambridge
8593 Angustirostris	8593 Angustirostris
12132 Wimfröger	12132 Wimfröger
Taylor Townsend (tennis)	Taylor Townsend (tennista)
7629 Foros	7629 Foros
18980 Johannatang	18980 Johannatang
2131 Mayall	2131 Mayall
4773 Hayakawa	4773 Hayakawa
2216 Kerch	2216 Kerch
8939 Onodajunjiro	8939 Onodajunjiro
8868 Hjorter	8868 Hjorter
Ìdíje Wimbledon 1999 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 1999 - Singolare femminile
8597 Sandvicensis	8597 Sandvicensis
21613 Schlecht	21613 Schlecht
10227 Izanami	10227 Izanami
12164 Lowellgreen	12164 Lowellgreen
7363 Esquibel	7363 Esquibel
5904 Württemberg	5904 Württemberg
20355 Saraclark	20355 Saraclark
7394 Xanthomalitia	7394 Xanthomalitia
2605 Sahade	2605 Sahade
12626 Timmerman	12626 Timmerman
8809 Roversimonaco	8809 Roversimonaco
5160 Camoes	5160 Camoes
9056 Piskunov	9056 Piskunov
3152 Jones	3152 Jones
7490 Babička	7490 Babička
8632 Egleston	8632 Egleston
Jẹ́ọ́gráfì ilẹ̀ Ṣèíhẹ́lẹ́sì	Geografia delle Seychelles
18321 Bobrov	18321 Bobrov
8534 Knutsson	8534 Knutsson
9766 Bradbury	9766 Bradbury
5570 Kirsan	5570 Kirsan
9334 Moesta	9334 Moesta
2280 Kunikov	2280 Kunikov
4922 Leshin	4922 Leshin
7647 Etrépigny	7647 Etrépigny
ISO 3166-2:GU	ISO 3166-2:GU
10269 Tusi	10269 Tusi
21709 Sethmurray	21709 Sethmurray
5382 McKay	5382 McKay
Augusto Barcía Trelles	Augusto Barcía Trelles
3110 Wagman	3110 Wagman
12155 Hyginus	12155 Hyginus
2871 Schober	2871 Schober
9688 Goudsmit	9688 Goudsmit
ISO 3166-2:CD	ISO 3166-2:CD
5270 Kakabadze	5270 Kakabadze
2467 Kollontai	2467 Kollontai
20334 Glewitsky	20334 Glewitsky
21480 Jilltucker	21480 Jilltucker
10316 Williamturner	10316 Williamturner
Ìtàn ilẹ̀ Madagáskàr	Storia del Madagascar
5524 Lecacheux	5524 Lecacheux
7351 Yoshidamichi	7351 Yoshidamichi
2406 Orelskaya	2406 Orelskaya
Èdè agbègbè	Lingue regionali
3587 Descartes	3587 Descartes
7326 Tedbunch	7326 Tedbunch
17198 Gorjup	17198 Gorjup
10747 Köthen	10747 Köthen
12280 Reims	12280 Reims
Mariano Baptista	Mariano Baptista
5034 Joeharrington	5034 Joeharrington
9922 Catcheller	9922 Catcheller
11779 Zernike	11779 Zernike
16760 Masanori	16760 Masanori
7788 Tsukuba	7788 Tsukuba
17269 Dicksmith	17269 Dicksmith
Johanna Konta	Johanna Konta
7931 Kristianpedersen	7931 Kristianpedersen
2433 Sootiyo	2433 Sootiyo
3216 Harrington	3216 Harrington
2286 Fesenkov	2286 Fesenkov
11875 Rhône	11875 Rhône
Àwọn èdè Atlántíkì-Kóngò	Lingue congo-atlantiche
3307 Athabasca	3307 Athabasca
3536 Schleicher	3536 Schleicher
9240 Nassau	9240 Nassau
21628 Lucashof	21628 Lucashof
5474 Gingasen	5474 Gingasen
8057 Hofmannsthal	8057 Hofmannsthal
Gúúsù Ásíà	Asia meridionale
9611 Anouck	9611 Anouck
3154 Grant	3154 Grant
165612 Stackpole	165612 Stackpole
21262 Kanba	21262 Kanba
8187 Akiramisawa	8187 Akiramisawa
13473 Hokema	13473 Hokema
24146 Benjamueller	24146 Benjamueller
7595 Växjö	7595 Växjö
51431 Jayardee	51431 Jayardee
7945 Kreisau	7945 Kreisau
5192 Yabuki	5192 Yabuki
9758 Dainty	9758 Dainty
12867 Joëloïc	12867 Joëloïc
7995 Khvorostovsky	7995 Khvorostovsky
10835 Fröbel	10835 Fröbel
12363 Marinmarais	12363 Marinmarais
79144 Cervantes	79144 Cervantes
8279 Cuzco	8279 Cuzco
5302 Romanoserra	5302 Romanoserra
2864 Soderblom	2864 Soderblom
7501 Farra	7501 Farra
58535 Pattillo	58535 Pattillo
20234 Billgibson	20234 Billgibson
Pápá Ọkọ̀ Òfurufú Da Nang	Aeroporto Internazionale di Da Nang
8930 Kubota	8930 Kubota
14129 Dibucci	14129 Dibucci
7408 Yoshihide	7408 Yoshihide
12138 Olinwilson	12138 Olinwilson
5717 Damir	5717 Damir
5445 Williwaw	5445 Williwaw
12185 Gasprinskij	12185 Gasprinskij
16180 Rapoport	16180 Rapoport
2150 Nyctimene	2150 Nyctimene
2556 Louise	2556 Louise
4647 Syuji	4647 Syuji
14973 Rossirosina	14973 Rossirosina
2855 Bastian	2855 Bastian
C. L. R. James	Cyril Lionel Robert James
9260 Edwardolson	9260 Edwardolson
3101 Goldberger	3101 Goldberger
STS-109	STS-109
2121 Sevastopol	2121 Sevastopol
5208 Royer	5208 Royer
12470 Pinotti	12470 Pinotti
9399 Pesch	9399 Pesch
3998 Tezuka	3998 Tezuka
5858 Borovitskia	5858 Borovitskia
5851 Inagawa	5851 Inagawa
8328 Uyttenhove	8328 Uyttenhove
7817 Zibiturtle	7817 Zibiturtle
9813 Rozgaj	9813 Rozgaj
12137 Williefowler	12137 Williefowler
4770 Lane	4770 Lane
9831 Simongreen	9831 Simongreen
9418 Mayumi	9418 Mayumi
30718 Records	30718 Records
Ìdíje Wimbledon 1996 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 1996 - Singolare femminile
3620 Platonov	3620 Platonov
3839 Bogaevskij	3839 Bogaevskij
12379 Thulin	12379 Thulin
7446 Hadrianus	7446 Hadrianus
5393 Goldstein	5393 Goldstein
8297 Gérardfaure	8297 Gérardfaure
7266 Trefftz	7266 Trefftz
7486 Hamabe	7486 Hamabe
8244 Mikolaichuk	8244 Mikolaichuk
Solomon Linda	Solomon Linda
13717 Vencill	13717 Vencill
4662 Runk	4662 Runk
90288 Dalleave	90288 Dalleave
3719 Karamzin	3719 Karamzin
8064 Lisitsa	8064 Lisitsa
9880 Stegosaurus	9880 Stegosaurus
5650 Mochihito-o	5650 Mochihito-o
8691 Etsuko	8691 Etsuko
22555 Joevellone	22555 Joevellone
9472 Bruges	9472 Bruges
21704 Mikkilineni	21704 Mikkilineni
9448 Donaldavies	9448 Donaldavies
3832 Shapiro	3832 Shapiro
4816 Connelly	4816 Connelly
23217 Nayana	23217 Nayana
9815 Mariakirch	9815 Mariakirch
3930 Vasilev	3930 Vasilev
5067 Occidental	5067 Occidental
17103 Kadyrsizova	17103 Kadyrsizova
(4507) 1990 FV	4507 Petercollins
9555 Frejakocha	9555 Frejakocha
2816 Pien	2816 Pien
3694 Sharon	3694 Sharon
8887 Scheeres	8887 Scheeres
7217 Dacke	7217 Dacke
10378 Ingmarbergman	10378 Ingmarbergman
9502 Gaimar	9502 Gaimar
21564 Widmanstätten	21564 Widmanstätten
3810 Aoraki	3810 Aoraki
3115 Baily	3115 Baily
2472 Bradman	2472 Bradman
2274 Ehrsson	2274 Ehrsson
Jẹ́ọ́gráfì ilẹ̀ Sudan	Geografia del Sudan
3515 Jindra	3515 Jindra
21683 Segal	21683 Segal
4782 Gembloux	4782 Gembloux
5300 Sats	5300 Sats
3389 Sinzot	3389 Sinzot
ISO 10646	Universal Character Set
3347 Konstantin	3347 Konstantin
5502 Brashear	5502 Brashear
19009 Galenmaly	19009 Galenmaly
3176 Paolicchi	3176 Paolicchi
15030 Matthewkroll	15030 Matthewkroll
7134 Ikeuchisatoru	7134 Ikeuchisatoru
8555 Mirimao	8555 Mirimao
21990 Garretyazzie	21990 Garretyazzie
8261 Ceciliejulie	8261 Ceciliejulie
13403 Sarahmousa	13403 Sarahmousa
5055 Opekushin	5055 Opekushin
2453 Wabash	2453 Wabash
3662 Dezhnev	3662 Dezhnev
13435 Rohret	13435 Rohret
8447 Cornejo	8447 Cornejo
21504 Caseyfreeman	21504 Caseyfreeman
9690 Houtgast	9690 Houtgast
11713 Stubbs	11713 Stubbs
5992 Nittler	5992 Nittler
Ekkathat	Ekathat
9768 Stephenmaran	9768 Stephenmaran
21388 Moyanodeburt	21388 Moyanodeburt
16012 Jamierubin	16012 Jamierubin
7468 Anfimov	7468 Anfimov
3069 Heyrovský	3069 Heyrovský
3410 Vereshchagin	3410 Vereshchagin
5058 Tarrega	5058 Tarrega
3720 Hokkaido	3720 Hokkaido
2462 Nehalennia	2462 Nehalennia
18806 Zachpenn	18806 Zachpenn
7912 Lapovok	7912 Lapovok
12777 Manuel	12777 Manuel
7403 Choustník	7403 Choustník
7580 Schwabhausen	7580 Schwabhausen
20571 Tiamorrison	20571 Tiamorrison
3874 Stuart	3874 Stuart
22080 Emilevasseur	22080 Emilevasseur
8387 Fujimori	8387 Fujimori
10287 Smale	10287 Smale
4976 Choukyongchol	4976 Choukyongchol
5203 Pavarotti	5203 Pavarotti
2953 Vysheslavia	2953 Vysheslavia
17061 Tegler	17061 Tegler
24028 Veronicaduys	24028 Veronicaduys
3162 Nostalgia	3162 Nostalgia
8726 Masamotonasu	8726 Masamotonasu
8373 Stephengould	8373 Stephengould
3950 Yoshida	3950 Yoshida
18950 Marakessler	18950 Marakessler
8764 Gallinago	8764 Gallinago
9866 Kanaimitsuo	9866 Kanaimitsuo
21022 Ike	21022 Ike
3735 Třeboň	3735 Třeboň
9132 Walteranderson	9132 Walteranderson
9123 Yoshiko	9123 Yoshiko
10663 Schwarzwald	10663 Schwarzwald
7287 Yokokurayama	7287 Yokokurayama
12504 Nuest	12504 Nuest
3369 Freuchen	3369 Freuchen
5417 Solovaya	5417 Solovaya
10163 Onomichi	10163 Onomichi
20444 Mamesser	20444 Mamesser
14322 Shakura	14322 Shakura
2086 Newell	2086 Newell
8270 Winslow	8270 Winslow
Ìdíje Wimbledon 1970 − Àwọn Obìnrin Ẹnìkan	Torneo di Wimbledon 1970 - Singolare femminile
Jẹ́ọ́gráfì ilẹ̀ Áfríkà	Geografia dell'Africa
5791 Comello	5791 Comello
7614 Masatomi	7614 Masatomi
Open Austrálíà 1975 − Àwọn Obìnrin Ẹnìkan	Australian Open 1975 - Singolare femminile
